,LotShape,LotConfig,Neighborhood,OverallQual,Exterior1st,MasVnrType,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageArea,MoSold,YrSold,SalePrice,SalePricev2
296,0,0,13,5,2,1,4,4,182,490,1,1,1,6,0,1,282,6,2007,152000,4
297,1,0,5,7,0,4,4,4,199,326,2,1,0,7,1,3,576,6,2007,239000,5
298,0,0,6,6,3,4,4,1,38,143,1,2,1,7,1,1,539,6,2007,175000,4
299,0,0,2,6,3,1,4,2,8,1092,1,0,0,6,1,1,300,8,2009,158500,4
300,0,2,2,5,1,4,2,4,183,324,1,0,1,5,2,1,375,6,2006,157000,4
301,3,0,0,8,0,1,4,5,184,747,2,1,0,9,1,2,683,5,2007,267000,6
302,1,2,0,7,0,4,4,2,8,1541,2,0,0,6,1,3,843,1,2006,205000,5
303,0,2,0,5,0,1,4,1,266,0,1,0,1,5,0,1,552,7,2006,149900,3
304,0,0,7,7,6,1,4,2,8,1470,3,0,0,10,1,1,870,5,2008,295000,6
305,0,0,0,8,6,2,4,5,186,536,2,0,0,8,0,2,888,7,2007,305900,7
306,0,0,12,7,3,4,4,1,371,0,2,1,0,8,1,3,746,6,2007,225000,5
307,1,0,13,6,1,1,4,2,8,319,1,0,3,6,0,3,0,3,2008,89500,2
308,1,0,15,4,0,1,4,4,188,599,1,0,1,4,0,1,539,3,2009,82500,2
309,1,0,10,9,0,1,1,5,602,622,2,0,2,8,3,2,708,11,2006,360000,8
310,1,0,17,6,3,4,4,1,190,179,2,1,0,6,1,2,420,5,2006,165600,4
311,0,0,11,6,0,1,4,1,96,292,1,0,1,5,1,1,240,5,2009,132000,3
312,0,0,7,5,1,1,2,3,92,286,1,0,1,5,1,1,410,5,2006,119900,3
313,3,0,16,7,4,1,1,1,396,80,2,0,1,8,2,3,513,6,2009,375000,8
314,0,0,7,7,2,1,4,6,297,712,1,1,2,6,1,1,546,8,2006,178000,4
315,1,0,17,7,0,1,4,5,585,291,2,1,0,6,1,2,432,7,2009,188500,4
316,1,2,6,7,6,4,4,5,374,153,2,1,2,10,1,3,484,8,2009,260000,6
317,0,0,5,8,0,1,3,2,8,1088,2,1,0,8,1,3,1025,12,2007,270000,6
318,0,0,3,7,3,4,1,5,592,360,2,1,0,9,1,3,656,4,2009,260000,6
319,0,0,6,7,7,4,3,5,127,336,2,0,1,6,2,1,588,6,2009,187500,4
320,0,2,10,9,0,2,3,2,8,1249,3,1,0,9,0,3,840,9,2006,342643,7
321,1,0,10,8,0,4,3,5,195,166,2,1,0,10,1,2,872,6,2007,354000,8
322,1,0,12,7,7,4,1,6,435,0,2,1,0,8,1,2,576,8,2007,301000,7
323,0,0,7,3,0,1,4,1,426,906,1,0,1,6,0,1,220,7,2006,126175,3
324,0,2,11,7,2,4,4,2,8,710,2,1,0,11,1,2,564,6,2010,242000,5
325,0,0,13,5,1,1,3,4,345,604,1,0,1,5,0,1,360,12,2007,87000,2
326,1,3,1,8,4,1,1,5,198,100,1,1,0,6,2,2,473,5,2008,324000,7
327,0,0,11,6,2,4,4,3,540,818,1,1,1,7,0,3,292,4,2006,145250,3
328,1,0,8,6,2,1,4,2,8,844,2,0,0,10,0,1,441,7,2009,214500,5
329,0,2,13,5,2,1,2,2,8,596,1,0,1,6,0,1,189,7,2009,78000,2
330,1,0,11,5,3,4,4,5,199,1424,2,0,1,10,0,1,352,11,2007,119000,3
331,0,0,11,5,2,1,4,3,200,210,1,0,1,6,0,3,308,8,2007,139000,3
332,1,0,10,8,0,4,4,5,201,1603,2,0,0,7,1,3,880,10,2009,284000,6
333,0,4,10,7,0,2,3,5,202,638,2,0,0,6,1,3,484,7,2008,207000,5
334,1,0,17,6,0,1,1,5,615,115,2,1,1,7,2,2,472,7,2008,192000,4
335,1,2,16,5,7,1,1,1,617,103,2,0,1,7,2,2,529,8,2008,228950,5
336,1,2,18,9,0,2,1,5,617,673,2,0,0,8,1,2,676,7,2007,377426,8
337,0,0,0,7,0,4,3,5,205,726,2,0,0,7,0,3,532,12,2008,214000,5
338,0,2,6,7,2,1,2,1,350,995,2,0,0,8,0,3,440,5,2006,202500,5
339,1,0,11,6,2,4,4,3,207,630,1,0,1,6,0,1,297,6,2009,155000,4
340,0,0,16,8,0,1,4,2,8,967,2,1,0,9,0,2,431,4,2010,202900,5
341,0,0,12,4,2,1,4,2,8,721,1,0,1,4,0,1,294,9,2009,82000,2
342,0,0,11,3,9,4,4,5,8,0,2,0,1,6,0,1,400,5,2006,87500,2
343,1,0,10,9,1,4,4,5,435,1656,2,0,2,6,1,3,564,7,2008,266000,6
344,0,0,14,5,6,1,4,3,208,175,1,1,1,4,0,1,336,4,2010,85000,2
345,0,0,8,6,1,1,4,2,8,972,1,0,3,6,1,1,312,10,2006,140200,3
346,1,3,11,6,1,1,2,4,209,460,1,0,1,5,0,3,301,4,2007,151500,4
347,1,0,11,6,2,4,4,4,210,208,2,0,1,6,2,1,498,12,2009,157500,4
348,0,0,10,7,0,2,4,5,211,191,2,1,0,6,0,3,474,10,2008,154000,4
349,2,0,10,9,6,4,4,5,544,438,2,1,2,10,2,2,706,4,2006,437154,9
350,1,0,10,9,1,4,4,2,8,1869,2,0,2,6,1,3,617,12,2007,318061,7
351,1,0,19,7,2,1,1,5,213,371,1,1,0,6,1,3,445,12,2006,190000,4
352,0,0,15,5,0,1,2,6,214,0,1,0,1,5,0,1,200,3,2008,95000,2
353,0,0,7,6,0,1,4,2,8,624,1,0,1,5,0,1,484,5,2010,105900,3
354,0,0,23,6,2,1,4,6,215,552,1,0,1,6,2,1,240,6,2006,140000,3
355,2,0,0,6,0,1,4,1,216,322,2,0,0,6,0,3,521,8,2007,177500,4
356,1,0,17,6,3,4,4,5,123,598,2,0,0,6,0,3,400,7,2009,173000,4
357,0,0,14,5,6,1,4,1,217,268,1,1,1,6,1,2,528,8,2007,134000,3
358,1,0,19,5,2,4,3,4,79,468,1,0,0,6,0,1,288,7,2006,130000,3
359,1,3,3,8,0,4,3,5,232,130,2,1,0,7,1,3,592,6,2006,280000,6
360,1,3,4,6,0,1,3,5,536,115,1,0,1,5,1,3,470,6,2007,156000,4
361,0,0,8,5,1,1,4,3,521,484,1,0,1,8,0,1,240,7,2008,145000,3
362,0,2,15,7,3,4,4,5,8,0,3,0,0,7,1,3,672,7,2009,198500,4
363,0,0,22,6,3,4,4,1,221,321,1,1,0,5,0,1,264,5,2009,118000,3
364,1,1,6,6,3,4,2,5,222,84,2,1,1,6,1,2,566,7,2006,190000,4
365,0,0,13,5,0,1,4,3,31,216,1,0,1,6,0,1,468,7,2009,147000,3
366,1,0,11,6,7,4,4,4,467,785,1,1,1,6,2,3,514,7,2009,159000,4
367,1,2,11,6,7,4,1,5,224,728,1,0,1,6,1,3,296,12,2008,165000,4
368,0,0,11,5,3,4,4,6,225,728,1,0,1,7,1,2,244,3,2010,132000,3
369,1,2,11,5,2,1,4,1,226,733,1,0,0,7,1,2,576,3,2010,162000,4
370,1,0,17,6,0,1,4,2,8,953,2,1,1,7,1,3,460,1,2006,172400,4
371,0,0,19,4,5,1,4,5,8,0,2,0,1,7,1,2,680,7,2008,134432,3
372,0,0,12,6,7,1,4,1,227,0,1,0,1,4,0,1,264,2,2010,125000,3
373,0,0,11,5,1,1,4,4,228,0,1,0,1,5,0,1,270,11,2009,123000,3
374,0,0,0,7,0,1,4,2,8,847,2,1,0,8,1,2,434,7,2007,219500,5
375,1,0,15,1,2,1,1,4,229,333,0,1,3,4,0,3,0,3,2009,61000,2
376,1,3,0,5,0,1,3,5,230,572,1,0,1,5,0,1,576,7,2006,148000,3
377,1,2,5,8,6,1,4,2,8,1580,3,0,0,8,1,3,610,12,2007,340000,7
378,0,2,18,9,0,2,3,5,332,411,1,1,2,8,1,2,834,6,2010,394432,8
379,1,0,17,6,0,4,4,2,8,982,2,1,1,7,1,2,463,6,2009,179000,4
380,0,0,23,5,4,1,4,6,232,808,2,0,0,6,1,1,308,5,2010,127000,3
381,0,0,5,7,0,1,4,2,8,1293,2,0,0,5,1,3,572,8,2006,187750,4
382,1,0,0,7,0,1,3,2,8,939,2,1,0,8,0,3,639,4,2007,213500,5
383,0,2,12,6,2,1,4,2,8,784,1,0,1,5,0,1,360,10,2009,76000,2
384,2,2,19,6,3,1,3,5,233,595,2,1,0,9,2,2,501,6,2007,240000,5
385,0,0,21,8,0,4,4,5,55,1232,2,0,0,6,1,2,430,4,2010,192000,4
386,0,1,15,5,2,1,4,2,8,658,1,0,1,8,0,3,0,5,2006,81000,2
387,0,0,15,6,1,4,3,1,234,410,1,0,1,6,1,1,352,10,2009,125000,3
388,1,3,0,7,0,4,4,2,8,1468,2,0,0,6,0,3,577,7,2008,191000,4
389,0,0,10,10,0,2,3,5,235,402,2,1,2,9,1,2,846,8,2008,426000,9
390,0,0,15,5,1,1,4,3,236,229,1,0,1,7,0,1,384,4,2008,119000,3
391,1,3,4,6,0,1,4,1,237,114,2,1,0,7,1,2,560,6,2009,215000,5
392,1,0,11,5,1,1,4,5,8,0,1,0,1,5,0,3,294,7,2007,106500,3
393,0,2,8,4,5,1,4,3,238,522,1,0,1,4,2,3,0,4,2006,100000,3
394,0,0,7,5,1,1,4,2,8,735,1,0,1,5,0,1,240,7,2007,109000,3
395,0,0,15,5,2,1,3,4,43,405,1,0,1,6,0,1,596,6,2010,129000,3
396,0,0,0,5,1,1,3,3,384,117,1,0,1,6,0,3,600,9,2009,123000,3
397,0,0,11,5,0,4,4,1,225,324,2,0,1,8,1,3,264,7,2007,169500,4
398,0,2,13,5,1,1,4,2,8,961,1,0,1,6,0,1,338,11,2007,67000,2
399,0,0,5,7,6,2,4,5,515,280,2,0,0,7,0,2,438,10,2009,241000,5
400,2,0,1,8,4,1,4,5,241,474,1,1,2,4,2,2,500,12,2008,245500,5
401,1,0,0,7,0,1,3,5,55,1286,2,0,0,6,1,2,400,7,2006,164990,4
402,0,0,9,5,2,1,4,2,8,672,1,0,1,4,0,1,240,8,2008,108000,3
403,0,2,3,8,0,4,4,2,8,1141,2,1,0,10,1,2,420,7,2006,258000,6
404,1,0,17,6,1,1,4,2,8,806,2,1,1,7,1,2,373,5,2007,168000,4
405,1,2,9,4,7,1,4,4,242,165,2,0,1,8,1,1,490,6,2009,150000,4
406,0,0,23,6,1,1,4,2,8,1064,1,0,1,6,0,1,240,3,2008,115000,3
407,0,0,2,6,2,1,4,2,8,840,2,0,1,8,0,1,308,3,2008,177000,4
408,0,2,10,7,0,4,4,2,8,1063,2,1,0,9,1,3,947,8,2007,280000,6
409,0,0,5,8,0,2,4,5,243,245,2,1,2,8,1,2,836,4,2008,339750,7
410,0,0,15,5,10,1,4,2,8,1276,1,0,1,5,0,1,350,6,2009,60000,2
411,0,0,17,5,2,1,2,3,244,0,1,0,1,5,0,2,572,1,2006,145000,3
412,2,0,5,7,1,2,3,5,14,892,2,1,0,7,1,2,484,6,2010,222000,5
413,0,0,7,5,5,1,4,2,8,1008,1,0,1,5,1,1,360,3,2010,115000,3
414,2,3,12,7,0,1,4,4,245,499,2,1,0,9,1,1,678,12,2008,228000,5
415,1,0,17,7,0,1,3,5,55,1316,2,0,0,6,0,2,396,8,2007,181134,4
416,0,0,9,6,3,4,4,1,95,463,1,1,1,6,1,2,440,3,2006,149500,3
417,1,0,2,6,2,1,4,4,246,242,2,1,1,10,1,1,864,11,2007,239000,5
418,0,0,15,5,1,1,4,1,132,444,1,1,1,7,0,1,240,4,2007,126000,3
419,0,0,11,5,0,1,4,4,261,281,1,0,1,6,1,1,304,7,2010,142000,3
420,0,0,4,7,0,4,1,5,589,35,2,0,1,8,0,2,784,11,2008,206300,5
421,1,1,6,6,6,2,4,1,432,356,2,0,0,8,1,2,529,6,2009,215000,5
422,0,0,4,5,3,1,4,2,8,988,1,0,1,4,0,3,520,2,2008,113000,3
423,0,0,3,8,0,4,4,5,250,484,2,1,0,8,1,2,696,6,2008,315000,7
424,0,0,11,6,2,4,4,6,420,580,1,0,1,6,1,3,297,5,2008,139000,3
425,0,0,7,7,3,1,4,2,8,651,1,1,1,6,2,1,240,9,2009,135000,3
426,0,0,12,7,2,4,1,5,403,0,2,0,0,5,1,2,569,8,2009,275000,6
427,1,0,11,4,1,1,4,3,112,619,1,0,1,5,0,1,352,7,2008,109008,3
428,0,0,0,7,0,4,4,5,253,544,2,0,0,6,0,3,628,9,2007,195400,4
429,1,2,16,6,3,1,2,5,87,387,2,0,0,6,1,1,576,3,2009,175000,4
430,0,0,22,6,3,4,4,1,254,96,1,1,1,4,0,1,264,7,2008,85400,2
431,1,0,7,6,1,1,4,2,8,901,1,0,1,7,0,3,0,9,2008,79900,2
432,0,0,22,5,3,4,4,1,255,294,1,1,1,6,0,1,440,8,2007,122500,3
433,1,2,17,6,0,1,4,2,8,926,2,1,1,7,1,2,470,7,2008,181000,4
434,0,0,14,4,6,1,3,1,289,135,1,0,1,3,0,3,0,6,2008,81000,2
435,2,3,0,7,0,1,3,5,256,70,2,1,0,6,1,3,550,4,2009,212000,5
436,0,0,7,6,9,1,4,2,8,648,1,0,1,6,0,1,440,10,2006,116000,3
437,0,0,8,6,2,1,4,2,8,884,1,0,1,4,0,1,180,1,2009,119000,3
438,0,0,2,5,5,1,4,6,472,75,1,0,0,4,1,1,352,3,2007,90350,2
439,0,2,15,6,2,1,2,2,8,684,1,0,0,7,0,1,528,8,2009,110000,3
440,0,0,10,10,0,2,1,5,258,788,2,0,2,10,2,2,672,4,2009,555000,12
441,0,0,15,4,0,4,4,1,606,1307,2,0,3,8,0,3,0,9,2008,118000,3
442,0,0,8,5,1,1,4,2,8,1078,2,0,1,8,1,1,360,6,2008,162900,4
443,0,0,21,7,5,4,3,2,8,1258,2,0,0,6,1,2,648,6,2007,172500,4
444,0,0,0,7,0,1,4,5,260,273,2,1,0,8,1,1,493,7,2008,210000,5
445,0,2,15,6,2,1,4,2,8,1436,1,0,1,7,1,1,480,11,2009,127500,3
446,1,2,11,6,4,1,4,1,261,557,2,1,0,6,1,2,578,6,2010,190000,4
447,1,2,17,7,0,1,4,2,8,930,2,1,0,10,1,2,431,7,2006,199900,4
448,0,0,13,6,1,1,4,2,8,780,2,0,1,7,1,1,198,6,2006,119500,3
449,0,0,7,3,1,1,4,1,262,318,1,1,1,6,0,1,308,6,2007,120000,3
450,0,0,7,6,2,1,4,2,8,813,1,0,0,5,0,1,270,6,2006,110000,3
451,1,0,19,7,7,1,1,1,4,878,2,0,0,5,2,1,576,12,2006,280000,6
452,1,2,16,6,0,4,4,1,263,130,2,1,1,7,0,2,422,7,2007,204000,5
453,0,0,5,8,0,1,4,2,8,768,2,1,0,6,0,3,676,6,2009,210000,5
454,0,0,4,5,7,1,4,1,622,122,2,0,1,8,0,1,560,7,2006,188000,4
455,0,0,6,7,3,4,4,1,265,326,1,1,1,6,1,1,528,9,2007,175500,4
456,0,0,7,5,8,1,4,2,8,624,1,0,1,7,0,1,513,5,2008,98000,2
457,1,3,19,4,7,1,1,4,242,248,1,0,0,6,2,2,529,3,2008,256000,6
458,0,0,7,8,9,1,4,2,8,588,1,0,0,7,1,1,228,6,2008,161000,4
459,1,2,8,5,1,3,4,6,266,524,1,0,0,5,1,1,352,7,2009,110000,3
460,1,0,5,8,0,2,4,5,267,288,2,1,1,8,0,2,552,12,2009,263435,6
461,0,0,23,7,2,1,4,1,229,0,1,0,0,6,0,3,576,4,2009,155000,4
462,1,0,9,5,1,1,4,3,268,0,1,0,1,5,1,1,360,12,2009,62383,2
463,1,0,2,6,9,1,4,6,269,389,1,1,1,6,1,1,240,8,2008,188700,4
464,0,0,0,5,3,4,4,3,420,424,2,0,1,5,0,3,0,8,2009,124000,3
465,0,0,21,7,0,4,4,2,8,1375,2,0,0,6,1,2,398,5,2006,178740,4
466,0,0,11,7,7,1,1,5,270,499,1,0,1,5,1,1,526,4,2007,167000,4
467,0,0,11,5,1,2,4,6,271,342,1,1,0,7,2,1,312,6,2007,146500,3
468,1,0,10,8,0,2,4,2,8,1626,2,0,0,7,1,3,866,5,2007,250000,6
469,1,2,12,6,3,4,4,5,272,406,2,1,0,7,0,3,506,6,2008,187000,4
470,1,2,18,8,3,1,3,5,502,0,1,1,0,4,0,3,528,6,2010,212000,5
471,0,0,6,7,5,1,4,2,8,808,2,1,1,8,1,3,534,11,2007,190000,4
472,0,0,15,6,0,4,1,5,274,88,1,0,1,5,0,3,525,6,2008,148000,3
473,1,0,10,8,0,4,1,5,549,626,2,0,0,7,1,3,908,7,2007,440000,9
474,0,0,18,8,6,1,3,5,276,298,2,0,2,6,0,3,499,8,2007,251000,6
475,0,2,9,5,3,1,4,5,277,340,1,0,1,5,0,1,624,7,2007,132500,3
476,0,0,0,6,0,4,1,5,278,484,2,0,0,7,1,2,508,4,2008,208900,5
477,0,0,10,9,0,4,3,2,8,2153,2,1,2,9,1,2,694,3,2007,380000,8
478,0,0,0,8,0,2,1,5,108,417,2,0,0,7,1,3,826,9,2009,297000,6
479,0,0,7,4,9,3,4,3,279,739,1,0,1,7,0,1,672,3,2007,89471,2
480,1,1,10,9,0,4,1,5,280,572,2,0,0,8,1,2,772,3,2006,326000,7
481,1,0,10,9,0,4,1,5,281,225,2,0,2,6,1,2,874,8,2006,374000,8
482,0,2,7,7,9,1,4,1,363,611,1,1,2,7,1,1,164,6,2009,155000,4
483,0,1,4,6,0,4,4,5,283,319,2,0,1,5,0,1,402,5,2006,164000,4
484,1,2,9,5,3,1,4,1,313,411,1,0,0,6,0,1,264,3,2007,132500,3
485,0,0,11,5,1,1,4,1,471,506,1,0,0,5,1,1,264,7,2009,147000,3
486,0,0,11,5,1,4,4,1,459,237,1,1,1,6,0,3,515,6,2007,156000,4
487,1,0,6,5,7,1,3,1,11,486,2,0,1,7,1,1,487,2,2007,175000,4
488,0,2,7,5,2,1,4,4,253,290,2,0,1,10,1,1,520,5,2006,160000,4
489,0,0,14,4,6,1,3,5,286,115,1,0,0,3,0,1,286,5,2009,86000,2
490,0,0,14,5,6,1,2,2,8,264,1,1,1,4,1,2,336,6,2008,115000,3
491,0,0,11,6,2,1,4,4,474,238,1,0,3,5,2,1,240,8,2006,133000,3
492,1,2,17,6,0,1,4,2,8,728,2,1,1,8,0,3,429,5,2006,172785,4
493,0,0,11,5,4,1,4,4,287,363,1,1,1,6,1,1,308,6,2008,155000,4
494,0,0,7,5,1,1,4,2,8,190,1,0,1,4,0,1,273,12,2009,91300,2
495,0,0,13,4,2,1,4,3,289,225,1,0,1,4,0,3,0,11,2009,34900,1
496,1,0,3,8,4,1,4,5,288,1969,3,0,0,10,1,3,546,5,2007,430000,9
497,0,0,8,7,2,1,4,3,153,697,2,0,1,8,0,1,240,6,2008,184000,4
498,0,0,9,5,3,4,4,1,550,414,1,0,0,5,0,2,288,6,2009,130000,3
499,1,0,11,5,1,1,4,4,289,522,1,0,1,5,0,2,297,6,2007,120000,3
500,0,0,22,6,3,4,4,4,327,316,1,1,1,7,0,1,264,5,2007,113000,3
501,0,0,5,7,0,1,4,5,291,466,2,1,0,7,0,3,603,2,2008,226700,5
502,0,2,15,5,1,1,4,1,292,420,1,0,1,6,0,1,461,4,2007,140000,3
503,1,0,2,7,4,1,4,1,293,254,2,0,1,6,2,2,484,3,2010,289000,6
504,0,0,20,6,7,1,4,1,472,103,2,1,1,6,1,1,440,6,2009,147000,3
505,0,0,7,5,2,4,4,2,8,960,2,0,1,10,0,1,400,7,2009,124500,3
506,1,0,12,8,0,4,4,5,295,397,2,1,0,8,1,3,471,9,2006,215000,5
507,1,0,5,6,0,1,4,5,551,1191,2,0,0,4,0,2,676,9,2009,208300,5
508,0,0,7,7,1,1,4,3,297,548,2,0,0,7,1,1,360,10,2008,161000,4
509,0,2,11,5,1,4,4,1,298,50,1,0,1,6,0,3,270,7,2009,124500,3
510,0,0,11,5,2,3,4,4,299,178,1,0,1,6,2,1,288,6,2009,164900,4
511,1,0,10,7,0,2,4,2,8,1368,2,0,0,6,1,3,474,3,2006,202665,5
512,0,2,11,5,0,1,4,4,300,169,1,0,1,5,0,1,624,7,2006,129900,3
513,0,2,4,6,0,1,4,1,52,748,1,1,1,5,0,1,484,6,2007,134000,3
514,0,0,2,5,2,1,4,2,8,768,1,0,1,5,0,1,200,6,2007,96500,2
515,0,0,10,10,6,4,4,5,468,570,2,1,2,9,1,2,900,9,2009,402861,9
516,1,2,6,6,3,4,4,2,8,689,2,1,1,7,1,3,583,8,2009,158000,4
517,1,0,3,7,0,4,4,2,8,1264,2,1,0,7,1,3,889,7,2009,265000,6
518,1,3,0,6,0,1,2,5,8,88,2,1,1,7,0,3,546,5,2007,211000,5
519,0,0,2,7,1,1,4,2,8,1276,1,1,0,9,2,1,282,6,2009,234000,5
520,0,0,7,4,1,1,4,5,8,0,2,0,1,7,0,3,0,8,2008,106250,3
521,1,2,11,6,0,1,4,3,384,467,1,1,1,6,2,1,336,5,2007,150000,4
522,0,2,8,6,6,1,4,1,521,605,2,0,1,7,2,1,420,10,2006,159000,4
523,1,0,15,10,6,2,1,5,302,878,3,1,2,11,1,2,884,10,2007,184750,4
524,1,0,3,7,0,4,4,5,303,660,2,1,0,8,1,2,834,8,2007,315750,7
525,0,0,5,7,0,1,4,2,8,1257,2,0,0,6,1,1,453,4,2006,176000,4
526,0,0,11,5,2,1,4,3,304,551,1,0,1,4,0,1,252,6,2007,132000,3
527,1,0,10,9,0,2,3,5,305,122,2,1,2,11,1,2,858,11,2008,446261,9
528,1,0,15,4,2,1,2,1,446,180,1,0,1,5,0,3,0,7,2007,86000,2
529,1,3,2,6,2,4,4,3,307,816,3,0,1,9,2,3,484,3,2007,200624,5
530,0,0,16,6,3,4,3,5,320,678,2,0,0,5,1,3,600,8,2008,175000,4
531,1,4,8,6,2,1,2,2,8,611,2,0,1,6,0,2,502,6,2008,128000,3
532,0,0,11,5,0,1,4,5,8,0,1,0,1,5,1,1,392,4,2010,107500,3
533,0,0,8,1,0,1,4,5,8,0,1,0,3,2,0,3,0,1,2007,39300,1
534,1,0,17,8,0,1,3,2,8,707,2,1,0,6,1,2,403,10,2006,178000,4
535,0,0,15,5,1,1,1,5,614,148,1,0,1,5,0,3,0,1,2008,107500,3
536,1,3,0,7,0,1,3,2,8,880,2,1,0,8,0,2,527,7,2008,188000,4
537,1,1,11,4,1,1,4,4,102,264,1,0,1,5,0,1,576,4,2008,111250,3
538,1,0,9,5,7,4,4,4,310,378,1,1,1,7,1,1,336,7,2006,158000,4
539,0,0,0,8,0,4,3,5,379,223,2,0,0,6,1,3,670,5,2010,272000,6
540,0,0,16,9,0,4,3,5,312,578,2,0,2,8,1,2,765,3,2009,315000,7
541,0,1,3,8,0,4,4,2,8,969,2,1,0,8,1,2,648,6,2007,248000,5
542,0,0,6,7,0,1,4,6,313,379,2,0,0,7,1,2,583,6,2009,213250,5
543,0,0,11,7,1,4,3,5,314,0,1,0,1,4,0,2,367,6,2007,133000,3
544,1,0,17,7,0,1,3,5,611,100,2,1,0,7,1,3,426,9,2006,179665,4
545,1,2,6,7,3,4,4,5,316,0,2,1,0,9,0,1,786,2,2006,229000,5
546,1,0,8,6,4,1,4,3,79,765,1,1,1,6,1,1,440,5,2007,210000,5
547,0,0,4,5,0,1,3,1,508,149,1,0,1,5,0,1,624,4,2007,129500,3
548,1,0,7,5,1,1,4,6,318,0,1,0,1,4,0,3,720,6,2008,125000,3
549,0,0,5,7,0,1,4,2,8,912,2,1,0,8,1,2,615,11,2009,263000,6
550,0,0,20,6,7,1,4,1,630,510,2,0,1,4,0,3,440,10,2008,140000,3
551,0,0,7,5,4,1,4,3,320,620,1,0,1,5,0,2,288,6,2008,112500,3
552,1,0,10,8,0,2,3,2,8,1709,2,0,0,7,1,3,908,7,2009,255500,6
553,0,0,15,4,0,1,4,5,8,0,2,0,0,5,0,2,520,5,2009,108000,3
554,0,0,10,7,0,4,4,5,321,132,2,1,0,8,1,3,871,8,2008,284000,6
555,0,0,8,5,1,1,4,2,8,993,1,0,1,5,1,1,280,8,2006,113000,3
556,1,0,11,5,2,1,4,3,462,197,1,0,1,6,1,2,299,5,2006,141000,3
557,0,0,13,4,1,1,4,3,323,0,1,1,1,7,0,1,570,9,2006,108000,3
558,2,1,17,7,3,1,1,5,504,125,2,1,1,6,1,1,406,8,2008,175000,4
559,0,0,21,7,0,4,1,2,8,1374,2,0,0,7,1,2,420,10,2006,234000,5
560,1,0,9,5,2,4,4,1,325,90,1,1,1,5,1,1,528,5,2010,121500,3
561,0,0,4,5,3,1,3,1,326,195,1,0,1,6,1,3,418,4,2006,170000,4
562,0,0,15,5,5,1,4,4,327,706,1,0,1,6,1,3,0,7,2008,108000,3
563,0,0,15,6,2,1,2,2,8,1163,2,0,1,8,1,2,396,7,2008,185000,4
564,1,3,3,7,3,1,4,5,336,367,2,1,0,9,1,3,590,7,2006,268000,6
565,0,2,23,6,2,1,4,2,8,806,1,1,3,6,0,1,216,5,2010,128000,3
566,1,0,18,9,0,4,4,2,8,1122,2,1,2,11,1,2,656,6,2008,325000,7
567,1,0,10,7,0,4,4,5,329,1515,2,0,0,7,0,3,532,3,2010,214000,5
568,1,0,12,8,2,1,1,5,438,55,1,1,0,5,1,2,612,9,2009,316600,7
569,1,2,11,5,1,1,1,5,331,0,1,0,1,4,2,1,600,12,2006,135960,3
570,1,0,11,5,3,4,4,6,332,1497,2,0,1,10,0,1,576,11,2008,142600,3
571,0,0,11,6,5,4,4,4,333,450,1,0,0,4,0,1,288,10,2006,120000,3
572,1,2,16,7,0,1,3,2,8,846,2,1,0,6,0,3,650,7,2009,224500,5
573,1,0,17,7,0,1,4,2,8,384,2,1,1,8,1,3,400,12,2007,170000,4
574,0,1,11,5,1,4,3,1,334,23,1,0,1,5,0,1,288,12,2007,139000,3
575,0,0,11,5,1,1,4,3,335,390,1,0,1,6,0,1,336,10,2008,118500,3
576,0,0,23,7,2,1,4,2,8,861,2,0,1,6,1,1,216,8,2009,145000,3
577,1,0,9,5,0,4,3,6,336,285,1,0,1,6,2,3,564,5,2006,164500,4
578,0,2,5,7,0,1,4,2,8,689,2,0,0,5,0,1,540,2,2008,146000,3
579,0,0,7,5,1,4,4,2,8,1050,2,0,1,7,0,1,352,11,2008,131500,3
580,1,3,11,6,2,4,4,4,337,331,1,0,0,7,2,1,572,6,2007,181900,4
581,0,0,10,8,0,4,4,2,8,2042,2,1,2,8,1,3,1390,8,2009,253293,6
582,0,0,15,6,3,4,3,5,437,0,1,0,1,5,0,3,0,5,2007,118500,3
583,0,0,7,10,2,1,4,2,8,1237,3,1,0,9,1,1,880,7,2008,325000,7
584,0,0,8,4,8,1,4,2,8,884,1,0,0,6,0,1,240,7,2009,133000,3
585,0,0,16,8,0,4,1,5,339,408,2,0,0,7,2,3,880,3,2006,369900,8
586,0,0,8,6,9,1,2,3,177,0,1,0,3,5,0,2,275,5,2008,130000,3
587,1,0,9,5,3,1,3,1,221,168,1,0,1,4,0,1,528,7,2009,137000,3
588,1,0,19,5,2,1,1,5,569,113,1,0,2,5,2,1,452,6,2009,143000,3
589,0,0,8,5,0,1,4,2,8,742,1,0,1,4,0,1,308,8,2008,79500,2
590,0,0,0,7,0,1,4,5,39,280,2,1,0,6,0,3,520,9,2008,185900,4
591,1,2,10,10,6,2,1,5,341,384,2,1,2,10,1,3,842,6,2009,451950,10
592,0,0,4,5,3,1,4,5,437,0,1,0,1,4,0,2,816,6,2008,138000,3
593,0,0,0,6,0,4,3,5,342,163,1,0,0,4,0,2,420,5,2009,140000,3
594,1,0,0,5,3,1,4,2,8,924,1,0,1,5,0,1,280,4,2008,110000,3
595,1,0,18,8,0,4,1,5,343,392,2,0,0,7,1,2,758,8,2006,319000,7
