,MSSubClass,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
210,30,67,5,6,1925,1950,0,135,0,396,864,864,0,864,1,1,0,2,5,0,0,0,0,0,96,4,2008,98000
211,20,83,6,5,2009,2009,0,136,0,1176,1212,1212,0,1212,0,2,0,3,6,0,2,460,100,22,0,3,2010,186000
212,60,72,7,5,2009,2009,0,137,0,78,900,932,920,1852,1,2,1,3,7,1,2,644,168,108,0,7,2009,252678
213,20,43,5,5,1995,1995,0,97,0,274,990,990,0,990,0,1,0,3,5,0,2,576,224,0,0,7,2006,156000
214,60,0,6,7,1977,1977,153,506,0,311,689,689,703,1392,0,1,1,3,6,0,1,299,0,36,0,3,2010,161750
215,20,72,5,6,1957,1996,64,109,0,710,1070,1236,0,1236,0,1,0,2,6,1,1,447,0,0,0,5,2006,134450
216,20,65,7,5,2004,2004,266,139,0,490,1436,1436,0,1436,1,2,0,3,8,0,2,484,139,98,0,4,2008,210000
217,70,57,4,4,1925,1950,0,8,0,686,686,810,518,1328,0,1,0,3,8,0,1,210,0,172,60,9,2006,107000
218,50,0,7,9,1939,2006,312,140,0,457,798,1137,817,1954,0,1,1,3,8,2,2,431,0,119,150,5,2008,311500
219,120,43,7,5,2005,2006,16,297,0,1232,1248,1248,0,1248,0,2,0,2,5,0,2,438,108,0,0,3,2006,167240
220,20,73,7,5,2006,2006,0,8,0,1498,1498,1498,0,1498,0,2,0,2,5,0,2,675,351,33,0,4,2006,204900
221,60,0,6,5,2002,2002,0,8,0,1010,1010,1010,1257,2267,0,2,1,4,8,1,2,390,120,46,0,12,2009,200000
222,60,85,6,6,1975,1975,0,142,0,163,713,811,741,1552,1,2,1,3,6,1,2,434,209,208,0,2,2006,179900
223,20,70,4,6,1971,1971,0,143,180,160,864,864,0,864,0,1,0,2,4,0,2,576,216,0,0,3,2009,97000
224,20,103,10,5,2003,2003,922,313,0,2336,2392,2392,0,2392,0,2,0,3,8,1,3,968,248,105,0,6,2009,386250
225,160,21,5,5,1971,1971,142,8,0,630,630,630,672,1302,0,2,1,3,6,0,1,280,0,0,0,5,2009,112000
226,60,82,7,5,1995,1995,290,540,0,638,1203,1214,1306,2520,0,2,1,4,9,1,3,721,224,114,0,6,2007,290000
227,160,21,6,6,1970,1970,127,145,0,162,483,483,504,987,0,1,1,2,5,0,1,280,0,0,0,9,2008,106000
228,20,70,5,5,1967,1967,0,146,0,70,912,912,0,912,0,1,0,3,5,1,1,336,0,0,0,5,2010,125000
229,120,43,7,5,2005,2006,16,297,0,1357,1373,1555,0,1555,0,2,0,2,7,1,2,430,143,20,0,5,2009,192500
230,20,73,6,6,1959,1959,220,8,0,1194,1194,1194,0,1194,1,1,0,3,6,0,1,312,0,0,120,4,2010,148000
231,60,174,8,5,1995,1996,506,147,0,773,1462,1490,1304,2794,1,2,1,4,9,1,3,810,0,146,202,7,2009,403000
232,160,21,6,5,1972,1972,297,8,0,483,483,483,504,987,0,1,1,2,5,1,1,288,0,0,0,6,2006,94500
233,20,75,5,6,1976,1976,0,226,712,0,894,894,0,894,1,1,0,3,5,0,1,308,365,0,0,2,2010,128200
234,60,0,6,5,2002,2002,0,148,0,235,860,860,1100,1960,1,2,1,4,8,2,2,440,288,48,0,5,2010,216500
235,160,21,6,3,1971,1971,604,149,0,125,483,483,504,987,0,1,1,2,5,0,1,264,0,0,0,8,2008,89500
236,20,65,7,5,2004,2004,98,55,0,1390,1414,1414,0,1414,0,2,0,3,6,0,2,494,132,105,0,5,2010,185500
237,60,0,7,7,1993,2003,0,351,0,594,996,1014,730,1744,0,2,1,3,7,0,2,457,370,70,0,2,2010,194500
238,20,93,8,5,2007,2007,254,8,0,1694,1694,1694,0,1694,0,2,0,3,7,0,3,818,168,228,0,12,2007,318000
239,50,52,6,4,1945,1950,0,151,0,641,735,798,689,1487,0,1,1,3,7,1,1,220,0,140,0,4,2010,113000
240,20,75,8,5,2008,2008,36,401,0,488,1566,1566,0,1566,1,2,0,3,7,0,2,750,144,168,0,4,2010,262500
241,30,40,5,9,1945,1997,0,153,0,357,686,866,0,866,0,1,0,2,4,0,0,0,58,42,0,8,2007,110500
242,50,63,5,4,1900,1950,0,8,0,540,540,889,551,1440,0,1,0,3,6,0,1,352,0,0,77,4,2006,79000
243,160,75,6,6,1980,1980,0,8,0,626,626,626,591,1217,0,1,1,3,6,1,1,288,0,28,0,4,2009,120000
244,60,0,7,5,1994,2002,0,85,0,253,948,1222,888,2110,1,2,1,3,8,2,2,463,0,130,0,5,2010,205000
245,20,80,7,5,1988,1988,102,154,0,916,1845,1872,0,1872,0,2,0,3,6,1,2,604,197,39,0,6,2006,241500
246,190,69,6,8,1910,1950,0,8,0,1020,1020,908,1020,1928,0,2,0,4,9,0,1,440,0,60,112,4,2006,137000
247,20,75,6,5,1954,1954,0,8,0,1367,1367,1375,0,1375,0,1,0,2,5,1,2,451,0,30,0,6,2006,140000
248,60,72,7,5,2003,2003,101,8,0,840,840,840,828,1668,0,2,1,3,8,0,2,500,144,68,0,9,2007,180000
249,50,0,6,7,1958,2006,472,155,0,747,1444,1444,700,2144,0,2,0,4,7,2,2,389,0,98,0,6,2007,277000
250,30,55,3,2,1940,1966,0,8,0,728,728,1306,0,1306,0,1,0,3,6,0,0,0,263,0,0,5,2010,76500
251,120,44,8,5,2006,2007,481,439,0,0,1573,1625,0,1625,1,2,0,2,5,1,2,538,123,0,0,12,2007,235000
252,60,65,6,5,2004,2004,0,8,0,798,798,798,842,1640,0,2,1,3,6,0,2,520,138,45,0,12,2008,173000
253,80,85,6,7,1964,1991,108,157,580,452,1302,1302,0,1302,0,2,0,3,7,0,1,309,333,0,0,10,2007,158000
254,20,70,5,6,1957,1957,0,158,0,392,1314,1314,0,1314,1,1,0,3,5,0,1,294,250,0,0,6,2010,145000
255,60,66,7,5,1999,1999,302,8,0,975,975,1005,1286,2291,0,2,1,4,8,1,2,429,192,0,0,2,2006,230000
256,60,64,6,5,2003,2003,0,159,0,361,864,864,864,1728,0,2,1,3,7,0,2,673,216,56,0,5,2008,207500
257,20,68,7,5,2006,2006,180,160,0,270,1604,1604,0,1604,1,2,1,3,8,1,2,660,123,110,0,3,2009,220000
258,60,80,7,5,2001,2001,172,161,0,602,963,963,829,1792,0,2,1,3,7,1,2,564,0,96,0,5,2008,231500
259,20,70,5,5,1956,1956,0,8,0,0,0,882,0,882,0,1,0,2,4,0,1,308,0,45,0,12,2008,97000
260,80,120,6,5,1962,1962,399,221,690,0,1362,1382,0,1382,1,1,0,3,6,1,2,884,0,0,252,5,2009,176000
261,60,69,8,5,2007,2007,270,8,0,1482,1482,1482,1092,2574,0,2,1,3,10,1,3,868,0,148,0,11,2007,276000
262,80,88,6,7,1977,1995,46,163,0,0,506,1212,0,1212,1,1,0,3,6,1,2,492,292,12,0,7,2006,151000
263,50,50,5,7,1929,2001,0,19,692,0,926,926,0,1316,1,1,0,3,6,0,2,484,0,0,0,4,2010,130000
264,30,30,5,5,1925,2004,0,8,0,680,680,764,0,764,0,1,0,2,4,0,2,504,0,0,0,6,2008,73000
265,20,78,6,6,1981,1981,210,313,228,606,1422,1422,0,1422,0,2,0,3,7,1,2,576,276,0,0,6,2008,175500
266,60,70,6,5,1997,1997,0,164,0,88,802,802,709,1511,1,2,1,3,8,1,2,413,95,75,0,6,2006,185000
267,75,60,5,8,1939,1997,0,506,0,342,720,1052,720,2192,0,2,1,4,8,1,1,240,262,24,0,7,2008,179500
268,30,71,5,6,1940,1955,0,474,125,212,740,778,0,778,0,1,0,2,4,1,1,924,0,25,0,2,2008,120500
269,20,0,6,7,1976,1976,174,166,0,392,1143,1113,0,1113,1,1,1,3,6,1,1,504,370,30,0,5,2007,148000
270,60,84,8,5,2006,2006,0,8,0,1095,1095,1095,844,1939,0,2,1,3,8,1,3,1053,192,51,0,8,2006,266000
271,20,73,7,7,1954,2005,0,593,1063,96,1385,1363,0,1363,1,1,0,2,5,2,2,439,81,0,0,4,2008,241500
272,60,92,8,7,1999,2007,348,143,0,628,1152,1164,1106,2270,0,2,1,4,9,1,3,671,132,57,0,4,2010,290000
273,20,80,6,6,1958,1988,183,279,620,0,1240,1632,0,1632,1,2,0,3,6,1,1,338,289,0,0,4,2009,139000
274,20,76,5,7,1982,1982,0,169,0,270,816,816,0,816,0,1,0,2,5,0,1,264,168,0,0,6,2007,124500
275,50,55,7,7,1925,2007,0,8,0,952,952,952,596,1548,0,2,1,3,5,0,2,672,74,0,0,10,2009,205000
276,20,129,7,5,2003,2003,0,8,0,1560,1560,1560,0,1560,0,2,0,3,7,0,2,573,100,150,0,4,2010,201000
277,20,140,4,5,1951,1951,0,604,0,744,864,864,0,864,0,1,0,2,4,0,2,400,0,0,0,6,2010,141000
278,20,107,9,5,2006,2007,315,8,0,2121,2121,2121,0,2121,0,2,1,3,8,1,3,732,124,98,0,5,2007,415298
279,60,83,7,5,1977,1977,299,170,0,768,1160,1156,866,2022,0,2,1,4,8,1,2,505,288,117,0,3,2008,192000
280,60,82,7,6,1989,1989,340,171,0,386,807,1175,807,1982,0,2,1,3,7,1,2,575,0,84,0,1,2007,228500
281,20,60,6,5,2006,2006,68,172,0,357,1262,1262,0,1262,0,2,0,2,5,0,2,572,0,120,0,5,2006,185000
282,120,34,7,5,2007,2008,166,173,0,410,1314,1314,0,1314,1,2,0,2,6,1,2,626,172,62,0,4,2009,207500
283,20,74,8,5,2008,2009,72,8,0,1468,1468,1468,0,1468,0,2,0,3,6,1,3,898,210,150,0,12,2009,244600
284,120,50,6,5,1992,1992,0,174,0,1145,1575,1575,0,1575,1,2,0,2,5,0,2,529,0,0,52,7,2007,179200
285,160,35,7,5,2006,2007,0,8,0,625,625,625,625,1250,0,2,1,2,5,0,2,528,0,54,0,6,2007,164700
286,50,77,6,7,1962,1981,0,102,0,312,912,1085,649,1734,0,1,1,3,7,1,2,440,0,0,0,6,2006,159000
287,20,0,4,4,1971,1971,0,175,0,244,858,858,0,858,0,1,0,3,5,0,0,0,0,0,0,6,2006,88000
288,20,0,5,5,1967,1967,31,550,0,432,882,900,0,900,0,1,0,3,5,0,1,280,0,0,0,2,2010,122000
289,70,60,6,7,1915,2003,0,8,0,698,698,698,698,1396,0,1,0,3,7,0,1,384,0,0,0,7,2007,153575
290,60,120,8,5,2006,2006,0,8,0,1079,1079,1079,840,1919,0,2,1,3,8,1,2,685,0,51,0,7,2006,233230
291,190,55,5,6,1912,2000,0,177,0,570,780,936,780,1716,1,2,0,6,9,0,0,0,0,184,0,3,2008,135900
292,50,60,5,4,1949,2008,0,178,0,476,768,1148,568,1716,0,1,1,3,8,1,1,281,0,0,0,1,2009,131000
293,60,0,7,7,1977,1994,34,179,0,0,795,1468,795,2263,1,2,1,3,9,1,2,539,0,250,0,3,2006,235000
294,20,80,6,5,1953,1953,238,318,0,131,1416,1644,0,1644,1,1,0,3,7,2,2,418,110,0,0,10,2009,167000
295,80,37,6,6,1984,1984,0,181,0,184,1003,1003,0,1003,1,1,0,3,6,0,2,588,120,0,0,3,2006,142500
296,50,75,5,5,1950,1950,0,182,0,490,910,910,648,1558,0,1,1,4,6,0,1,282,289,0,0,6,2007,152000
297,60,66,7,5,1997,1998,1600,199,0,326,975,975,975,1950,0,2,1,3,7,1,2,576,0,10,0,6,2007,239000
298,60,90,6,6,1968,1968,365,38,175,143,702,1041,702,1743,0,1,2,3,7,1,2,539,224,0,0,6,2007,175000
299,20,80,6,8,1950,2004,0,8,0,1092,1092,1152,0,1152,0,1,0,3,6,1,1,300,0,36,0,8,2009,158500
300,190,90,5,5,1953,1953,56,183,0,324,1165,1336,0,1336,1,1,0,2,5,2,1,375,0,0,0,6,2006,157000
301,60,66,8,5,1998,1999,0,184,0,747,1028,1210,1242,2452,0,2,1,4,9,1,2,683,208,50,0,5,2007,267000
302,20,118,7,5,2001,2002,150,8,0,1541,1541,1541,0,1541,0,2,0,3,6,1,3,843,468,81,0,1,2006,205000
303,20,70,5,7,1972,1972,0,266,0,0,894,894,0,894,1,1,0,3,5,0,2,552,256,0,0,7,2006,149900
304,75,87,7,9,1880,2002,0,8,0,1470,1470,1675,1818,3493,0,3,0,3,10,1,3,870,302,0,0,5,2008,295000
305,20,80,8,5,2004,2005,246,186,0,536,2000,2000,0,2000,1,2,0,3,8,0,3,888,168,0,0,7,2007,305900
306,60,116,7,5,1990,1991,246,371,0,0,700,1122,1121,2243,1,2,1,4,8,1,3,746,127,44,224,6,2007,225000
307,50,0,6,7,1920,1950,0,8,0,319,319,1035,371,1406,0,1,0,3,6,0,0,0,0,144,0,3,2008,89500
308,30,0,4,5,1940,1950,0,188,0,599,861,861,0,861,0,1,0,1,4,0,2,539,158,0,0,3,2009,82500
309,20,90,9,5,2003,2004,0,602,0,622,1896,1944,0,1944,1,2,0,3,8,3,3,708,208,175,0,11,2006,360000
310,60,0,6,5,1993,1994,112,190,0,179,697,697,804,1501,0,2,1,3,6,1,2,420,190,63,0,5,2006,165600
311,20,50,6,6,1948,2002,0,96,0,292,972,972,0,972,1,1,0,2,5,1,1,240,0,0,0,5,2009,132000
312,190,65,5,7,1939,1950,0,92,0,286,793,793,325,1118,1,1,0,3,5,1,2,410,0,0,0,5,2006,119900
313,20,150,7,5,1965,1965,0,396,820,80,2136,2036,0,2036,2,2,0,3,8,2,2,513,0,0,0,6,2009,375000
314,70,60,7,7,1925,1990,0,297,0,712,728,832,809,1641,0,1,1,3,6,1,2,546,0,0,234,8,2006,178000
315,60,71,7,5,2004,2005,0,585,0,291,716,716,716,1432,1,2,1,3,6,1,2,432,100,51,0,7,2009,188500
316,60,94,7,7,1980,1980,278,374,0,153,845,1153,1200,2353,1,2,1,4,10,1,2,484,288,195,0,8,2009,260000
317,60,75,8,5,2006,2006,0,8,0,1088,1088,1088,871,1959,0,2,1,3,8,1,3,1025,208,46,0,12,2007,270000
318,60,90,7,5,1993,1993,256,592,0,360,1347,1372,1274,2646,1,2,1,4,9,1,3,656,340,60,144,4,2009,260000
319,80,0,7,5,1980,1980,225,127,0,336,1372,1472,0,1472,1,2,0,3,6,2,2,588,233,48,0,6,2009,187500
320,60,111,9,5,2006,2006,370,8,0,1249,1249,1249,1347,2596,0,3,1,4,9,0,3,840,240,154,0,9,2006,342643
321,60,99,8,5,2004,2004,388,195,0,166,1136,1136,1332,2468,1,2,1,4,10,1,3,872,184,154,0,6,2007,354000
322,60,86,7,5,1986,1987,172,435,1474,0,1502,1553,1177,2730,1,2,1,4,8,1,2,576,201,96,0,8,2007,301000
323,20,49,3,8,1955,2005,0,426,0,906,1162,1163,0,1163,1,1,0,3,6,0,1,220,142,98,0,7,2006,126175
324,80,96,7,7,1967,2007,300,8,0,710,710,1898,1080,2978,0,2,1,5,11,1,2,564,240,0,0,6,2010,242000
325,45,50,5,6,1941,1950,0,345,0,604,720,803,0,803,0,1,0,2,5,0,2,360,0,0,244,12,2007,87000
326,120,32,8,5,1993,1993,0,198,0,100,1719,1719,0,1719,2,1,1,1,6,2,2,473,122,30,0,5,2008,324000
327,20,80,6,5,1960,1960,175,540,0,818,1383,1383,0,1383,0,1,1,3,7,0,1,292,0,45,0,4,2006,145250
328,75,0,6,6,1916,1994,0,8,0,844,844,1445,689,2134,0,2,0,5,10,0,2,441,0,60,268,7,2009,214500
329,70,60,5,5,1920,1950,0,8,0,596,596,596,596,1192,0,1,0,3,6,0,1,189,0,0,137,7,2009,78000
330,90,0,5,4,1964,1964,84,199,264,1424,1728,1728,0,1728,0,2,0,6,10,0,1,352,155,0,0,11,2007,119000
331,20,70,5,6,1958,1992,0,200,0,210,1056,1056,0,1056,1,1,0,3,6,0,1,308,0,0,0,8,2007,139000
332,20,85,8,5,2003,2004,296,201,479,1603,3206,1629,0,1629,1,2,0,3,7,1,3,880,0,0,0,10,2009,284000
333,120,59,7,5,2004,2004,146,202,0,638,1358,1358,0,1358,1,2,0,2,6,1,2,484,192,30,0,7,2008,207000
334,60,59,6,5,1998,1998,0,615,0,115,943,943,695,1638,1,2,1,3,7,2,2,472,100,38,0,7,2008,192000
335,190,0,5,6,1965,1965,0,617,147,103,1499,1619,167,1786,2,2,0,3,7,2,2,529,670,0,0,8,2008,228950
336,20,86,9,5,2005,2006,200,617,0,673,1922,1922,0,1922,1,2,0,3,8,1,3,676,178,51,0,7,2007,377426
337,20,70,7,5,2002,2003,113,205,0,726,1536,1536,0,1536,1,2,0,3,7,0,2,532,192,74,0,12,2008,214000
338,20,91,7,7,1984,1998,0,350,0,995,1208,1621,0,1621,1,2,0,3,8,0,2,440,108,45,0,5,2006,202500
339,20,66,6,7,1958,1998,176,207,0,630,1215,1215,0,1215,0,1,0,3,6,0,1,297,0,0,0,6,2009,155000
340,60,85,8,5,2002,2002,0,8,0,967,967,993,915,1908,0,2,1,4,9,0,2,431,135,0,0,4,2010,202900
341,20,60,4,4,1950,1950,0,8,0,721,721,841,0,841,0,1,0,2,4,0,1,294,250,0,24,9,2009,82000
342,90,0,3,4,1949,1950,340,8,0,0,0,1040,0,1040,0,2,0,2,6,0,2,400,0,0,0,5,2006,87500
343,120,63,9,5,2005,2005,616,435,0,1656,1684,1684,0,1684,0,2,0,2,6,1,2,564,495,72,0,7,2008,266000
344,160,36,5,3,1976,1976,0,208,232,175,536,536,576,1112,0,1,1,3,4,0,1,336,182,0,0,4,2010,85000
345,50,65,6,5,1939,1950,0,8,0,972,972,972,605,1577,0,1,0,3,6,1,1,312,0,0,0,10,2006,140200
346,20,0,6,8,1960,1998,0,209,0,460,958,958,0,958,0,1,0,2,5,0,1,301,0,0,0,4,2007,151500
347,20,0,6,5,1960,1960,30,210,0,208,1478,1478,0,1478,1,2,0,3,6,2,2,498,0,40,0,12,2009,157500
348,160,36,7,5,2003,2004,106,211,0,191,764,764,862,1626,1,2,1,2,6,0,2,474,0,27,0,10,2008,154000
349,60,56,9,5,2005,2006,870,544,0,438,1848,1848,880,2728,1,2,1,4,10,2,3,706,0,0,0,4,2006,437154
350,120,68,9,5,2007,2007,362,8,0,1869,1869,1869,0,1869,0,2,0,2,6,1,2,617,210,54,0,12,2007,318061
351,120,0,7,5,1986,1986,0,213,0,371,1453,1453,0,1453,1,1,1,2,6,1,2,445,0,80,0,12,2006,190000
352,50,60,5,6,1941,1950,0,214,380,0,616,616,495,1111,0,1,0,3,5,0,1,200,48,0,0,3,2008,95000
353,30,60,6,8,1928,2003,0,8,0,624,624,720,0,720,0,1,0,2,5,0,2,484,106,0,0,5,2010,105900
354,50,60,6,5,1940,2000,0,215,0,552,940,1192,403,1595,0,1,0,2,6,2,1,240,0,0,108,6,2006,140000
355,20,105,6,5,1995,1995,0,216,544,322,1200,1200,0,1200,1,2,0,3,6,0,2,521,0,26,0,8,2007,177500
356,20,0,6,6,1992,1992,106,123,0,598,1158,1167,0,1167,1,2,0,3,6,0,2,400,120,26,0,7,2009,173000
357,120,44,5,5,1976,1976,0,217,0,268,1142,1142,0,1142,1,1,1,3,6,1,2,528,536,90,0,8,2007,134000
358,80,92,5,4,1958,1958,120,79,294,468,1062,1352,0,1352,0,1,0,3,6,0,1,288,168,0,294,7,2006,130000
359,60,78,8,5,1998,1998,530,232,0,130,1086,1086,838,1924,1,2,1,3,7,1,2,592,208,75,0,6,2006,280000
360,85,0,6,6,1978,1978,0,536,0,115,888,912,0,912,1,1,0,2,5,1,2,470,0,0,0,6,2007,156000
361,50,0,5,5,1940,1982,0,521,0,484,883,988,517,1505,1,1,0,3,8,0,1,240,0,0,0,7,2008,145000
362,85,64,7,5,2003,2003,500,8,0,0,0,495,1427,1922,0,3,0,4,7,1,2,672,0,0,177,7,2009,198500
363,160,21,6,8,1972,2007,510,221,0,321,483,483,504,987,0,1,1,2,5,0,1,264,250,0,0,5,2009,118000
364,60,0,6,5,1976,1976,120,222,0,84,796,790,784,1574,1,2,1,3,6,1,2,566,306,111,0,7,2006,190000
365,70,59,5,7,1920,1997,0,31,0,216,672,672,672,1344,0,1,0,3,6,0,1,468,0,128,218,7,2009,147000
366,20,0,6,5,1963,1963,247,467,0,785,1394,1394,0,1394,1,1,1,3,6,2,2,514,0,76,0,7,2009,159000
367,80,101,6,5,1962,1962,305,224,0,728,1099,1431,0,1431,0,1,0,3,6,1,1,296,64,110,0,12,2008,165000
368,20,78,5,6,1954,1954,200,225,0,728,1268,1268,0,1268,0,1,0,2,7,1,1,244,0,98,0,3,2010,132000
369,20,0,5,7,1959,2006,0,226,258,733,1063,1287,0,1287,1,1,0,3,7,1,2,576,364,17,0,3,2010,162000
370,60,0,6,5,2000,2000,0,8,0,953,953,953,711,1664,0,2,1,3,7,1,2,460,100,40,0,1,2006,172400
371,50,80,4,4,1959,1959,0,8,0,0,0,1120,468,1588,0,2,0,4,7,1,2,680,0,59,0,7,2008,134432
372,120,50,6,5,1984,1984,0,227,121,0,744,752,0,752,1,1,0,2,4,0,1,264,353,0,0,2,2010,125000
373,20,79,5,6,1953,1953,0,228,180,0,608,1319,0,1319,1,1,0,3,5,0,1,270,66,0,0,11,2009,123000
374,60,65,7,5,2003,2004,0,8,0,847,847,847,1081,1928,0,2,1,4,8,1,2,434,100,48,0,7,2007,219500
375,30,0,1,1,1922,1950,0,229,0,333,683,904,0,904,1,0,1,1,4,0,0,0,0,0,0,3,2009,61000
376,85,57,5,5,1996,1996,0,230,0,572,870,914,0,914,0,1,0,2,5,0,2,576,0,0,0,7,2006,148000
377,60,102,8,5,2004,2005,0,8,0,1580,1580,1580,886,2466,0,3,0,4,8,1,2,610,159,214,0,12,2007,340000
378,20,88,9,2,2010,2010,350,332,0,411,1856,1856,0,1856,1,1,1,1,8,1,3,834,113,0,0,6,2010,394432
379,60,60,6,5,2000,2000,16,8,0,982,982,1007,793,1800,0,2,1,3,7,1,2,463,100,63,0,6,2009,179000
380,50,50,5,6,1924,1950,0,232,0,808,1026,1026,665,1691,0,2,0,3,6,1,1,308,0,0,242,5,2010,127000
381,20,60,7,5,2006,2006,0,8,0,1293,1293,1301,0,1301,1,2,0,2,5,1,2,572,216,121,0,8,2006,187750
382,60,79,7,5,2006,2006,0,8,0,939,939,939,858,1797,0,2,1,3,8,0,2,639,144,53,0,4,2007,213500
383,45,60,6,3,1928,1950,0,8,0,784,784,784,0,784,0,1,0,2,5,0,2,360,0,0,91,10,2009,76000
384,60,0,6,5,1992,1992,0,233,0,595,1580,1079,874,1953,1,2,1,3,9,2,2,501,216,231,0,6,2007,240000
385,120,43,8,5,2004,2005,16,55,0,1232,1256,1269,0,1269,0,2,0,2,6,1,2,430,146,20,0,4,2010,192000
386,50,58,5,3,1910,1996,0,8,0,658,658,658,526,1184,0,1,0,5,8,0,0,0,0,151,0,5,2006,81000
387,80,72,6,6,1976,1976,255,234,0,410,1041,1125,0,1125,1,1,0,3,6,1,1,352,296,0,0,10,2009,125000
388,20,93,7,5,1999,2000,125,8,0,1468,1468,1479,0,1479,0,2,0,3,6,0,2,577,120,25,0,7,2008,191000
389,60,96,10,5,2007,2008,272,235,0,402,1682,1742,590,2332,1,2,1,3,9,1,3,846,196,134,0,8,2008,426000
390,50,50,5,8,1900,1950,0,236,391,229,861,961,406,1367,1,1,0,4,7,0,1,384,0,130,112,4,2008,119000
391,60,71,6,5,2001,2002,0,237,0,114,804,804,1157,1961,1,2,1,3,7,1,2,560,125,192,0,6,2009,215000
392,20,0,5,7,1959,1959,0,8,0,0,0,882,0,882,0,1,0,3,5,0,1,294,0,0,0,7,2007,106500
393,30,0,4,5,1941,1950,0,238,0,522,788,788,0,788,0,1,0,2,4,2,0,0,0,0,0,4,2006,100000
394,50,60,5,6,1940,1950,0,8,0,735,735,735,299,1034,0,1,0,2,5,0,1,240,0,39,0,7,2007,109000
395,20,68,5,6,1956,1956,0,43,0,405,1144,1144,0,1144,1,1,0,3,6,0,1,596,44,0,0,6,2010,129000
396,20,60,5,5,1972,1972,0,384,0,117,894,894,0,894,0,1,0,2,6,0,2,600,215,0,0,9,2009,123000
397,60,69,5,5,1962,1962,288,225,0,324,864,876,936,1812,0,2,0,4,8,1,1,264,0,168,0,7,2007,169500
398,30,60,5,2,1920,1950,0,8,0,961,961,1077,0,1077,0,1,0,2,6,0,1,338,0,0,0,11,2007,67000
399,60,65,7,5,2006,2007,100,515,0,280,1092,1112,438,1550,1,2,0,2,7,0,2,438,0,168,0,10,2009,241000
400,120,38,8,5,1996,1996,0,241,0,474,1260,1288,0,1288,1,1,1,1,4,2,2,500,120,30,0,12,2008,245500
401,20,65,7,5,2005,2005,0,55,0,1286,1310,1310,0,1310,0,2,0,3,6,1,2,400,0,0,0,7,2006,164990
402,30,60,5,8,1940,1997,0,8,0,672,672,672,0,672,0,1,0,2,4,0,1,240,168,0,0,8,2008,108000
403,60,93,8,5,1998,1998,650,8,0,1141,1141,1165,1098,2263,0,2,1,4,10,1,2,420,144,123,0,7,2006,258000
404,60,0,6,5,1995,1996,0,8,0,806,806,806,766,1572,0,2,1,3,7,1,2,373,0,40,0,5,2007,168000
405,20,0,4,4,1976,1993,0,242,0,165,1281,1620,0,1620,1,2,0,3,8,1,2,490,120,78,0,6,2009,150000
406,50,51,6,5,1936,1950,0,8,0,1064,1064,1166,0,1639,0,1,0,3,6,0,1,240,0,0,0,3,2008,115000
407,70,63,6,7,1915,1976,0,8,0,840,840,840,840,1680,0,2,0,4,8,0,1,308,0,0,160,3,2008,177000
408,60,109,7,5,2006,2006,350,8,0,1063,1063,1071,1101,2172,0,2,1,3,9,1,3,947,192,62,0,8,2007,280000
409,60,85,8,5,2007,2008,100,243,0,245,1034,1050,1028,2078,1,2,1,3,8,1,3,836,0,102,0,4,2008,339750
410,20,68,5,3,1958,1958,0,8,0,1276,1276,1276,0,1276,0,1,0,3,5,0,1,350,0,0,0,6,2009,60000
411,190,100,5,5,1955,1955,0,244,0,0,1056,1056,0,1056,1,1,0,3,5,0,2,572,264,0,0,1,2006,145000
412,20,0,7,5,2009,2009,432,14,0,892,1470,1478,0,1478,1,2,1,2,7,1,2,484,0,144,0,6,2010,222000
413,30,56,5,6,1927,1950,0,8,0,1008,1008,1028,0,1028,0,1,0,2,5,1,2,360,0,0,130,3,2010,115000
414,60,59,7,5,1993,1993,0,245,531,499,1080,1080,1017,2097,0,2,1,3,9,1,3,678,196,187,0,12,2008,228000
415,20,73,7,5,2007,2007,0,55,0,1316,1340,1340,0,1340,0,2,0,3,6,0,2,396,100,30,0,8,2007,181134
416,60,74,6,7,1978,1978,203,95,0,463,672,672,728,1400,0,1,1,3,6,1,2,440,0,0,0,3,2006,149500
417,70,86,6,6,1918,1950,0,246,0,242,1370,1370,1254,2624,1,2,1,4,10,1,3,864,0,0,0,11,2007,239000
418,50,60,5,6,1940,1950,0,132,0,444,756,756,378,1134,1,1,1,3,7,0,1,240,0,0,0,4,2007,126000
419,20,65,5,6,1968,1968,0,261,0,281,1056,1056,0,1056,1,1,0,3,6,1,1,304,0,85,184,7,2010,142000
420,90,78,7,5,1997,1998,200,589,0,35,1344,1344,0,1344,2,2,0,2,8,0,4,784,0,0,0,11,2008,206300
421,20,0,6,7,1977,2000,126,432,0,356,1602,1602,0,1602,0,2,0,3,8,1,2,529,240,0,0,6,2009,215000
422,20,100,5,5,1954,1954,0,8,0,988,988,988,0,988,0,1,0,2,4,0,2,520,0,0,0,2,2008,113000
423,60,80,8,5,1998,1998,473,250,0,484,1470,1470,1160,2630,1,2,1,4,8,1,3,696,0,66,0,6,2008,315000
