,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePricev2
346,20,0,0,12772,1,3,0,1,6,8,1960,1998,1,1,1,1,0,1,2,4,209,2,0,460,958,2,5,958,0,958,0,0,1,0,2,1,5,0,4,1960,3,1,301,0,0,0,0,0,0,0,2,15500,4,2007,151500,4
347,20,0,0,17600,1,0,0,1,6,5,1960,1960,0,2,5,4,30,1,4,4,210,2,0,208,1478,0,2,1478,0,1478,1,0,2,0,3,1,6,2,4,1960,1,2,498,0,40,0,0,0,0,0,0,0,12,2009,157500,4
348,160,0,36,2448,0,0,4,0,7,5,2003,2004,0,0,2,2,106,0,4,5,211,2,0,191,764,0,5,764,862,1626,1,0,2,1,2,1,6,0,2,2003,3,2,474,0,27,0,0,0,0,0,0,0,10,2008,154000,4
349,60,0,56,20431,2,0,0,0,9,5,2005,2006,1,6,6,4,870,0,4,5,544,2,0,438,1848,0,5,1848,880,2728,1,0,2,1,4,1,10,2,4,2006,2,3,706,0,0,0,0,0,0,0,0,0,4,2006,437154,9
350,120,0,68,7820,1,0,3,1,9,5,2007,2007,1,1,1,4,362,0,4,2,8,2,0,1869,1869,0,5,1869,0,1869,0,0,2,0,2,1,6,1,4,2007,3,2,617,210,54,0,0,0,0,0,0,0,12,2007,318061,7
351,120,0,0,5271,1,0,0,1,7,5,1986,1986,0,2,5,1,0,0,1,5,213,2,0,371,1453,1,5,1453,0,1453,1,0,1,1,2,1,6,1,4,1986,3,2,445,0,80,0,0,184,0,0,0,0,12,2006,190000,4
352,50,0,60,9084,0,0,0,2,5,6,1941,1950,0,0,0,1,0,1,2,6,214,4,380,0,616,2,5,616,495,1111,0,1,1,0,3,1,5,0,1,1941,1,1,200,48,0,0,0,0,0,0,0,0,3,2008,95000,2
353,30,1,60,8520,0,0,0,1,6,8,1928,2003,0,0,0,1,0,2,4,2,8,2,0,624,624,1,5,720,0,720,0,0,1,0,2,1,5,0,1,2005,1,2,484,106,0,0,0,0,0,0,0,0,5,2010,105900,3
354,50,0,60,8400,0,0,0,2,6,5,1940,2000,0,2,1,1,0,1,4,6,215,2,0,552,940,0,5,1192,403,1595,0,0,1,0,2,1,6,2,4,1940,1,1,240,0,0,108,0,0,0,0,0,0,6,2006,140000,3
355,20,0,105,11249,2,0,0,1,6,5,1995,1995,0,0,0,1,0,0,4,1,216,1,544,322,1200,0,5,1200,0,1200,1,0,2,0,3,1,6,0,4,1995,3,2,521,0,26,0,0,0,0,0,0,0,8,2007,177500,4
356,20,0,0,9248,1,0,0,1,6,6,1992,1992,0,3,3,4,106,0,4,5,123,2,0,598,1158,1,5,1167,0,1167,1,0,2,0,3,1,6,0,4,1992,3,2,400,120,26,0,0,0,0,0,0,0,7,2009,173000,4
357,120,1,44,4224,0,0,3,1,5,5,1976,1976,0,6,6,1,0,0,4,1,217,2,0,268,1142,2,5,1142,0,1142,1,0,1,1,3,1,6,1,4,1976,2,2,528,536,90,0,0,0,0,1,0,0,8,2007,134000,3
358,80,0,92,6930,1,0,0,5,5,4,1958,1958,1,2,11,4,120,1,3,4,79,4,294,468,1062,0,1,1352,0,1352,0,1,1,0,3,1,6,0,2,1958,1,1,288,168,0,294,0,0,0,0,0,0,7,2006,130000,3
359,60,0,78,12011,1,3,0,0,8,5,1998,1998,0,0,0,4,530,0,3,5,232,2,0,130,1086,0,5,1086,838,1924,1,0,2,1,3,1,7,1,4,1998,3,2,592,208,75,0,0,374,0,0,0,0,6,2006,280000,6
360,85,0,0,7540,1,3,0,4,6,6,1978,1978,0,0,0,1,0,1,3,5,536,2,0,115,888,0,5,912,0,912,1,0,1,0,2,1,5,1,4,1978,3,2,470,0,0,0,0,192,0,1,0,0,6,2007,156000,4
361,50,0,0,9144,0,0,0,2,5,5,1940,1982,0,1,1,1,0,1,4,3,521,2,0,484,883,1,5,988,517,1505,1,0,1,0,3,1,8,0,1,1940,1,1,240,0,0,0,0,0,0,0,0,0,7,2008,145000,3
362,85,0,64,7301,0,2,0,4,7,5,2003,2003,0,3,3,4,500,4,4,5,8,2,0,0,0,0,5,495,1427,1922,0,0,3,0,4,1,7,1,2,2003,3,2,672,0,0,177,0,0,0,0,0,0,7,2009,198500,4
363,160,1,21,1680,0,0,4,0,6,8,1972,2007,0,3,3,4,510,1,4,1,221,2,0,321,483,1,5,483,504,987,0,0,1,1,2,1,5,0,1,1972,1,1,264,250,0,0,0,0,0,0,0,0,5,2009,118000,3
364,60,0,0,18800,1,1,0,0,6,5,1976,1976,0,3,3,4,120,0,2,5,222,2,0,84,796,2,5,790,784,1574,1,0,2,1,3,1,6,1,4,1976,2,2,566,306,111,0,0,0,0,0,0,0,7,2006,190000,4
365,70,1,59,10690,0,0,0,0,5,7,1920,1997,1,0,0,1,0,1,4,3,31,2,0,216,672,1,2,672,672,1344,0,0,1,0,3,1,6,0,1,1964,1,1,468,0,128,218,0,0,0,0,0,0,7,2009,147000,3
366,20,0,0,9500,1,0,0,1,6,5,1963,1963,0,7,4,4,247,1,4,4,467,2,0,785,1394,1,5,1394,0,1394,1,0,1,1,3,1,6,2,4,1963,3,2,514,0,76,0,0,185,0,0,0,0,7,2009,159000,4
367,80,0,101,9150,1,2,0,5,6,5,1962,1962,0,7,4,4,305,1,1,5,224,2,0,728,1099,1,5,1431,0,1431,0,1,1,0,3,1,6,1,5,1962,3,1,296,64,110,0,0,0,0,0,0,0,12,2008,165000,4
368,20,0,78,7800,0,0,0,1,5,6,1954,1954,0,3,3,4,200,0,4,6,225,2,0,728,1268,1,5,1268,0,1268,0,0,1,0,2,1,7,1,4,1954,2,1,244,0,98,0,0,0,0,0,0,0,3,2010,132000,3
369,20,0,0,9830,1,2,0,1,5,7,1959,2006,0,2,5,1,0,1,4,1,226,4,258,733,1063,0,5,1287,0,1287,1,0,1,0,3,1,7,1,1,1997,2,2,576,364,17,0,0,182,0,0,0,0,3,2010,162000,4
370,60,0,0,8121,1,0,0,0,6,5,2000,2000,0,0,0,1,0,0,4,2,8,2,0,953,953,0,5,953,711,1664,0,0,2,1,3,1,7,1,4,2000,3,2,460,100,40,0,0,0,0,0,0,0,1,2006,172400,4
371,50,0,80,17120,0,0,0,2,4,4,1959,1959,0,5,4,1,0,1,4,5,8,2,0,0,0,2,5,1120,468,1588,0,0,2,0,4,1,7,1,1,1991,2,2,680,0,59,0,0,0,0,0,0,0,7,2008,134432,3
372,120,0,50,7175,0,0,3,1,6,5,1984,1984,0,7,4,1,0,1,4,1,227,5,121,0,744,2,5,752,0,752,1,0,1,0,2,1,4,0,4,1984,1,1,264,353,0,0,0,90,0,1,0,0,2,2010,125000,3
373,20,0,79,10634,0,0,0,1,5,6,1953,1953,0,1,1,1,0,0,4,4,228,5,180,0,608,2,5,1319,0,1319,1,0,1,0,3,1,5,0,4,1953,1,1,270,66,0,0,0,0,0,2,0,0,11,2009,123000,3
374,60,0,65,8200,0,0,0,0,7,5,2003,2004,0,0,0,1,0,0,4,2,8,2,0,847,847,0,5,847,1081,1928,0,0,2,1,4,1,8,1,2,2003,2,2,434,100,48,0,0,0,0,0,0,0,7,2007,219500,5
375,30,0,0,10020,1,0,0,1,1,1,1922,1950,0,2,5,1,0,2,1,4,229,2,0,333,683,1,2,904,0,904,1,0,0,1,1,1,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2009,61000,2
376,85,0,57,8846,1,3,0,4,5,5,1996,1996,0,0,0,1,0,0,3,5,230,2,0,572,870,0,5,914,0,914,0,0,1,0,2,1,5,0,1,1998,1,2,576,0,0,0,0,0,0,0,0,0,7,2006,148000,3
377,60,3,102,11143,1,2,0,0,8,5,2004,2005,0,6,6,1,0,0,4,2,8,2,0,1580,1580,0,5,1580,886,2466,0,0,3,0,4,1,8,1,4,2004,3,2,610,159,214,0,0,0,0,0,0,0,12,2007,340000,7
378,20,0,88,11394,0,2,0,1,9,2,2010,2010,1,0,0,2,350,0,3,5,332,2,0,411,1856,0,5,1856,0,1856,1,0,1,1,1,1,8,1,4,2010,2,3,834,113,0,0,0,0,0,0,0,0,6,2010,394432,8
379,60,0,60,8123,1,0,0,0,6,5,2000,2000,0,0,0,4,16,0,4,2,8,2,0,982,982,0,5,1007,793,1800,0,0,2,1,3,1,7,1,4,2000,2,2,463,100,63,0,0,0,0,0,0,0,6,2009,179000,4
380,50,0,50,5000,0,0,0,2,5,6,1924,1950,0,4,5,1,0,2,4,6,232,2,0,808,1026,2,5,1026,665,1691,0,0,2,0,3,1,6,1,1,1924,1,1,308,0,0,242,0,0,0,0,0,0,5,2010,127000,3
381,20,3,60,7200,0,0,0,1,7,5,2006,2006,0,0,0,1,0,0,4,2,8,2,0,1293,1293,0,5,1301,0,1301,1,0,2,0,2,1,5,1,4,2006,3,2,572,216,121,0,0,0,0,0,0,0,8,2006,187750,4
382,60,0,79,9245,1,0,0,0,7,5,2006,2006,0,0,0,1,0,0,3,2,8,2,0,939,939,0,5,939,858,1797,0,0,2,1,3,1,8,0,4,2006,3,2,639,144,53,0,0,0,0,0,0,0,4,2007,213500,5
383,45,4,60,9000,0,2,0,3,6,3,1928,1950,0,2,5,1,0,2,4,2,8,2,0,784,784,2,2,784,0,784,0,0,1,0,2,1,5,0,1,1950,1,2,360,0,0,91,0,0,0,0,0,0,10,2009,76000,2
384,60,0,0,53107,2,2,0,0,6,5,1992,1992,0,3,3,1,0,0,3,5,233,2,0,595,1580,0,5,1079,874,1953,1,0,2,1,3,1,9,2,4,1992,2,2,501,216,231,0,0,0,0,0,0,0,6,2007,240000,5
385,120,0,43,3182,0,0,3,1,8,5,2004,2005,0,0,0,4,16,0,4,5,55,2,0,1232,1256,0,5,1269,0,1269,0,0,2,0,2,1,6,1,4,2004,2,2,430,146,20,0,0,144,0,0,0,0,4,2010,192000,4
386,50,0,58,8410,0,1,0,2,5,3,1910,1996,2,2,0,1,0,0,4,2,8,2,0,658,658,2,5,658,526,1184,0,0,1,0,5,1,8,0,4,0,3,0,0,0,151,0,0,0,0,0,0,0,5,2006,81000,2
387,80,0,72,7200,0,0,0,5,6,6,1976,1976,1,1,1,4,255,1,3,1,234,2,0,410,1041,0,5,1125,0,1125,1,0,1,0,3,1,6,1,1,1977,1,1,352,296,0,0,0,0,0,2,0,0,10,2009,125000,3
388,20,0,93,9382,1,3,0,1,7,5,1999,2000,0,0,0,4,125,0,4,2,8,2,0,1468,1468,0,5,1479,0,1479,0,0,2,0,3,1,6,0,4,1999,3,2,577,120,25,0,0,0,0,0,0,0,7,2008,191000,4
389,60,0,96,12474,0,0,0,0,10,5,2007,2008,0,0,0,2,272,0,3,5,235,2,0,402,1682,0,5,1742,590,2332,1,0,2,1,3,1,9,1,2,2008,2,3,846,196,134,0,0,0,0,0,0,0,8,2008,426000,9
390,50,0,50,8405,0,0,0,2,5,8,1900,1950,0,1,1,1,0,2,4,3,236,1,391,229,861,0,5,961,406,1367,1,0,1,0,4,1,7,0,1,1978,1,1,384,0,130,112,0,0,0,1,0,0,4,2008,119000,3
391,60,0,71,12209,1,3,0,0,6,5,2001,2002,0,0,0,1,0,0,4,1,237,2,0,114,804,0,5,804,1157,1961,1,0,2,1,3,1,7,1,2,2001,2,2,560,125,192,0,0,0,0,0,0,0,6,2009,215000,5
392,20,0,0,8339,1,0,0,1,5,7,1959,1959,0,1,1,1,0,4,4,5,8,2,0,0,0,2,5,882,0,882,0,0,1,0,3,1,5,0,4,1959,3,1,294,0,0,0,0,0,0,1,1,1200,7,2007,106500,3
393,30,0,0,7446,0,2,0,1,4,5,1941,1950,0,5,2,1,0,1,4,3,238,2,0,522,788,2,2,788,0,788,0,0,1,0,2,1,4,2,4,0,3,0,0,0,0,0,0,0,0,2,0,0,4,2006,100000,3
394,50,0,60,10134,0,0,0,2,5,6,1940,1950,0,1,1,1,0,1,4,2,8,2,0,735,735,1,2,735,299,1034,0,0,1,0,2,1,5,0,1,1940,1,1,240,0,39,0,0,0,0,0,0,0,7,2007,109000,3
395,20,0,68,9571,0,0,0,1,5,6,1956,1956,0,2,5,1,0,1,3,4,43,2,0,405,1144,2,5,1144,0,1144,1,0,1,0,3,1,6,0,4,1956,1,1,596,44,0,0,0,0,0,0,0,0,6,2010,129000,3
396,20,0,60,7200,0,0,0,1,5,5,1972,1972,1,1,1,1,0,1,3,3,384,2,0,117,894,2,5,894,0,894,0,0,1,0,2,1,6,0,1,1985,3,2,600,215,0,0,0,0,0,0,0,0,9,2009,123000,3
397,60,0,69,7590,0,0,0,0,5,5,1962,1962,0,0,0,4,288,1,4,1,225,2,0,324,864,2,5,876,936,1812,0,0,2,0,4,1,8,1,4,1962,3,1,264,0,168,0,0,0,0,0,0,0,7,2007,169500,4
398,30,1,60,8967,0,2,0,1,5,2,1920,1950,0,1,1,1,0,2,4,2,8,2,0,961,961,1,4,1077,0,1077,0,0,1,0,2,1,6,0,1,1920,1,1,338,0,0,0,0,0,0,0,0,0,11,2007,67000,2
399,60,3,65,8125,0,0,0,0,7,5,2006,2007,0,6,6,2,100,0,4,5,515,2,0,280,1092,0,5,1112,438,1550,1,0,2,0,2,1,7,0,4,2007,2,2,438,0,168,0,0,0,0,0,0,0,10,2009,241000,5
400,120,0,38,14963,2,0,3,1,8,5,1996,1996,0,4,7,1,0,0,4,5,241,2,0,474,1260,0,5,1288,0,1288,1,0,1,1,1,1,4,2,4,1996,2,2,500,120,30,0,0,224,0,0,0,0,12,2008,245500,5
401,20,0,65,8767,1,0,0,1,7,5,2005,2005,0,0,0,1,0,0,3,5,55,2,0,1286,1310,0,5,1310,0,1310,0,0,2,0,3,1,6,1,4,2005,2,2,400,0,0,0,0,0,0,0,0,0,7,2006,164990,4
402,30,0,60,10200,0,0,0,1,5,8,1940,1997,0,2,5,1,0,0,4,2,8,2,0,672,672,0,5,672,0,672,0,0,1,0,2,1,4,0,1,1940,1,1,240,168,0,0,0,0,0,3,0,0,8,2008,108000,3
403,60,0,93,12090,0,2,0,0,8,5,1998,1998,1,0,0,4,650,0,4,2,8,2,0,1141,1141,1,5,1165,1098,2263,0,0,2,1,4,1,10,1,2,1998,2,2,420,144,123,0,0,0,0,0,0,0,7,2006,258000,6
404,60,0,0,10364,1,0,0,0,6,5,1995,1996,0,1,1,1,0,0,4,2,8,2,0,806,806,1,5,806,766,1572,0,0,2,1,3,1,7,1,2,1995,2,2,373,0,40,0,0,0,0,0,0,0,5,2007,168000,4
405,20,0,0,9991,1,2,0,1,4,4,1976,1993,0,7,4,1,0,1,4,4,242,2,0,165,1281,0,5,1620,0,1620,1,0,2,0,3,1,8,1,4,1993,1,2,490,120,78,0,0,0,0,2,0,0,6,2009,150000,4
406,50,0,51,10480,0,0,0,2,6,5,1936,1950,0,1,1,1,0,2,4,2,8,2,0,1064,1064,0,2,1166,0,1639,0,0,1,0,3,1,6,0,1,1936,1,1,240,0,0,0,0,0,0,0,0,0,3,2008,115000,3
407,70,0,63,15576,0,0,0,0,6,7,1915,1976,0,2,4,1,0,2,4,2,8,2,0,840,840,0,5,840,840,1680,0,0,2,0,4,1,8,0,4,1960,1,1,308,0,0,160,0,0,0,0,0,0,3,2008,177000,4
408,60,0,109,14154,0,2,0,0,7,5,2006,2006,0,0,0,4,350,0,4,2,8,2,0,1063,1063,0,5,1071,1101,2172,0,0,2,1,3,1,9,1,4,2006,3,3,947,192,62,0,0,0,0,0,0,0,8,2007,280000,6
409,60,3,85,10800,0,0,0,0,8,5,2007,2008,0,0,0,2,100,0,4,5,243,2,0,245,1034,0,5,1050,1028,2078,1,0,2,1,3,1,8,1,4,2008,2,3,836,0,102,0,0,0,0,0,0,0,4,2008,339750,7
410,20,0,68,9571,0,0,0,1,5,3,1958,1958,0,10,10,1,0,1,4,2,8,2,0,1276,1276,2,2,1276,0,1276,0,0,1,0,3,1,5,0,4,1958,1,1,350,0,0,0,0,0,0,0,0,0,6,2009,60000,2
411,190,0,100,34650,0,0,1,1,5,5,1955,1955,1,2,5,1,0,1,2,3,244,2,0,0,1056,2,5,1056,0,1056,1,0,1,0,3,1,5,0,4,1955,2,2,572,264,0,0,0,0,0,0,0,0,1,2006,145000,3
412,20,3,0,4403,2,0,0,1,7,5,2009,2009,0,1,1,2,432,0,3,5,14,2,0,892,1470,0,5,1478,0,1478,1,0,2,1,2,1,7,1,4,2009,2,2,484,0,144,0,0,0,0,0,0,0,6,2010,222000,5
413,30,1,56,8960,0,0,0,1,5,6,1927,1950,0,5,2,1,0,1,4,2,8,2,0,1008,1008,1,2,1028,0,1028,0,0,1,0,2,1,5,1,1,1927,1,2,360,0,0,130,0,0,0,0,0,0,3,2010,115000,3
414,60,0,59,11228,2,3,0,0,7,5,1993,1993,0,0,0,1,0,0,4,4,245,6,531,499,1080,0,5,1080,1017,2097,0,1,2,1,3,1,9,1,4,1993,1,3,678,196,187,0,0,0,0,0,0,0,12,2008,228000,5
415,20,0,73,8899,1,0,0,1,7,5,2007,2007,0,0,0,1,0,0,3,5,55,2,0,1316,1340,0,5,1340,0,1340,0,0,2,0,3,1,6,0,4,2007,2,2,396,100,30,0,0,0,0,0,0,0,8,2007,181134,4
416,60,0,74,7844,0,0,0,0,6,7,1978,1978,1,3,3,4,203,1,4,1,95,2,0,463,672,2,5,672,728,1400,0,0,1,1,3,1,6,1,4,1978,2,2,440,0,0,0,0,0,0,0,0,0,3,2006,149500,3
417,70,0,86,22420,1,0,0,0,6,6,1918,1950,1,2,8,1,0,2,4,4,246,2,0,242,1370,2,2,1370,1254,2624,1,0,2,1,4,1,10,1,1,1918,1,3,864,0,0,0,0,0,0,0,0,0,11,2007,239000,5
418,50,0,60,8160,0,0,0,2,5,6,1940,1950,0,1,1,1,0,2,4,1,132,2,0,444,756,3,1,756,378,1134,1,0,1,1,3,1,7,0,1,1940,1,1,240,0,0,0,0,0,0,0,0,0,4,2007,126000,3
419,20,0,65,8450,0,0,0,1,5,6,1968,1968,0,0,0,1,0,1,4,4,261,2,0,281,1056,0,5,1056,0,1056,1,0,1,0,3,1,6,1,4,1968,1,1,304,0,85,184,0,0,0,0,0,0,7,2010,142000,3
420,90,1,78,7060,0,0,2,4,7,5,1997,1998,0,0,0,4,200,0,1,5,589,2,0,35,1344,0,5,1344,0,1344,2,0,2,0,2,2,8,0,4,1997,2,4,784,0,0,0,0,0,0,0,0,0,11,2008,206300,5
421,20,0,0,16635,1,1,0,1,6,7,1977,2000,0,6,6,2,126,1,4,1,432,2,0,356,1602,1,5,1602,0,1602,0,1,2,0,3,1,8,1,4,1977,2,2,529,240,0,0,0,0,0,0,0,0,6,2009,215000,5
422,20,0,100,21750,0,0,0,1,5,5,1954,1954,1,3,3,1,0,1,4,2,8,2,0,988,988,0,2,988,0,988,0,0,1,0,2,1,4,0,4,1954,3,2,520,0,0,0,0,0,0,0,0,0,2,2008,113000,3
423,60,0,80,9200,0,0,0,0,8,5,1998,1998,0,0,0,4,473,0,4,5,250,2,0,484,1470,1,5,1470,1160,2630,1,0,2,1,4,1,8,1,4,1998,2,3,696,0,66,0,0,0,0,0,0,0,6,2008,315000,7
424,20,0,72,9000,0,0,0,1,6,5,1956,1956,0,2,5,4,74,1,4,6,420,2,0,580,1196,1,2,1196,0,1196,1,0,1,0,2,1,6,1,4,1956,3,1,297,0,44,0,0,0,0,0,0,0,5,2008,139000,3
425,60,1,60,3378,0,0,0,0,7,8,1946,1992,0,3,3,1,0,1,4,2,8,2,0,651,651,1,5,707,682,1389,0,0,1,1,3,1,6,2,1,1947,1,1,240,0,0,126,0,0,0,0,0,0,9,2009,135000,3
426,80,0,0,12800,0,0,0,5,7,5,1989,1989,0,2,5,4,145,0,1,5,403,2,0,0,1518,1,5,1644,0,1644,1,1,2,0,2,1,5,1,4,1989,2,2,569,80,0,0,0,396,0,0,0,0,8,2009,275000,6
427,20,0,77,8593,1,0,0,1,4,6,1957,1957,1,1,1,1,0,1,4,3,112,2,0,619,907,0,5,907,0,907,0,0,1,0,3,1,5,0,1,1964,1,1,352,0,0,0,0,0,0,0,0,0,7,2008,109008,3
428,20,0,64,6762,0,0,0,1,7,5,2007,2007,0,0,0,4,108,0,4,5,253,2,0,544,1208,0,5,1208,0,1208,1,0,2,0,2,1,6,0,4,2007,3,2,628,105,54,0,0,0,0,0,0,0,9,2007,195400,4
429,20,0,130,11457,1,2,0,1,6,5,1988,1988,0,3,3,1,0,1,2,5,87,2,0,387,1392,2,5,1412,0,1412,1,0,2,0,3,1,6,1,4,1988,1,2,576,0,0,169,0,0,0,0,0,0,3,2009,175000,4
430,160,1,21,1680,0,0,4,0,6,5,1971,1971,0,3,3,4,232,1,4,1,254,2,0,96,483,2,5,483,504,987,0,0,1,1,2,1,4,0,1,1971,1,1,264,0,0,0,0,0,0,0,0,0,7,2008,85400,2
431,50,1,60,5586,1,0,0,2,6,7,1920,1998,0,1,1,1,0,2,4,2,8,2,0,901,901,1,5,1088,110,1198,0,0,1,0,4,1,7,0,4,0,3,0,0,0,98,0,0,0,0,1,0,0,9,2008,79900,2
432,160,1,24,1920,0,0,3,0,5,5,1971,1971,0,3,3,4,376,1,4,1,255,2,0,294,765,0,5,765,600,1365,1,0,1,1,2,1,6,0,1,1971,1,2,440,240,36,0,0,0,0,0,0,0,8,2007,122500,3
433,60,0,100,10839,1,2,0,0,6,5,1997,1998,0,0,0,1,0,0,4,2,8,2,0,926,926,0,5,926,678,1604,0,0,2,1,3,1,7,1,4,1997,2,2,470,0,36,0,0,0,0,0,0,0,7,2008,181000,4
434,180,1,21,1890,0,0,4,4,4,7,1972,1972,0,6,6,1,0,1,3,1,289,2,0,135,630,1,5,630,0,630,1,0,1,0,1,1,3,0,4,0,3,0,0,88,0,0,0,0,0,0,0,0,6,2008,81000,2
435,60,0,43,10667,2,3,0,0,7,6,1996,1996,0,0,0,1,0,0,3,5,256,3,344,70,799,0,5,827,834,1661,1,0,2,1,3,1,6,1,4,1996,3,2,550,158,61,0,0,0,0,0,0,0,4,2009,212000,5
436,50,1,40,4400,0,0,0,2,6,8,1920,1950,0,9,8,1,0,2,4,2,8,2,0,648,648,2,2,734,384,1118,0,0,1,0,2,1,6,0,1,1990,1,2,440,0,0,0,0,0,0,0,0,0,10,2006,116000,3
437,45,1,50,6000,0,0,0,3,6,7,1926,2004,0,2,5,1,0,0,4,2,8,2,0,884,884,1,5,904,0,904,0,0,1,0,2,1,4,0,1,1926,1,1,180,0,0,105,0,0,0,0,0,0,1,2009,119000,3
438,30,0,40,4280,0,0,0,1,5,6,1913,2002,0,5,8,1,0,0,4,6,472,2,0,75,440,2,5,694,0,694,0,0,1,0,2,1,4,1,1,1990,1,1,352,0,0,34,0,0,0,1,0,0,3,2007,90350,2
439,50,0,67,12354,0,2,0,2,6,8,1920,2000,0,2,5,1,0,2,2,2,8,2,0,684,684,1,5,684,512,1196,0,0,1,0,3,1,7,0,1,2005,1,2,528,0,46,0,0,0,0,3,1,800,8,2009,110000,3
440,20,0,105,15431,0,0,0,1,10,5,2008,2008,1,0,0,2,200,0,1,5,258,3,539,788,3094,0,5,2402,0,2402,1,0,2,0,2,1,10,2,4,2008,2,3,672,0,72,0,0,170,0,0,0,0,4,2009,555000,12
441,90,0,92,12108,0,0,2,1,4,4,1955,1955,0,0,0,4,270,1,4,1,606,2,0,1307,1440,2,1,1440,0,1440,0,0,2,0,4,2,8,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,9,2008,118000,3
442,50,1,52,6240,0,0,0,2,5,7,1930,1992,0,1,1,1,0,0,4,2,8,2,0,1078,1078,2,5,1128,445,1573,0,0,2,0,3,1,8,1,1,1930,1,2,360,0,0,0,0,0,0,0,0,0,6,2008,162900,4
443,120,0,53,3922,0,0,3,1,7,5,2006,2007,0,5,2,4,72,0,3,2,8,2,0,1258,1258,0,5,1258,0,1258,0,0,2,0,2,1,6,1,4,2007,2,3,648,144,16,0,0,0,0,0,0,0,6,2007,172500,4
444,60,0,70,8750,0,0,0,0,7,5,1994,1995,0,0,0,1,0,0,4,5,260,2,0,273,915,0,5,933,975,1908,1,0,2,1,4,1,8,1,4,1994,1,2,493,144,133,0,0,0,0,0,0,0,7,2008,210000,5
445,20,0,73,9855,0,2,0,1,6,5,1956,1956,1,2,5,1,0,1,4,2,8,2,0,1436,1436,3,5,1689,0,1689,0,0,1,0,3,1,7,1,4,1956,1,2,480,0,0,0,0,0,0,1,0,0,11,2009,127500,3
446,20,0,137,16492,1,2,0,1,6,6,1966,2002,0,4,4,1,0,1,4,1,261,4,713,557,1517,0,5,1888,0,1888,0,0,2,1,2,1,6,1,4,1966,2,2,578,0,0,0,0,0,0,0,0,0,6,2010,190000,4
447,60,0,0,11214,1,2,0,0,7,5,1998,1999,0,0,0,1,0,0,4,2,8,2,0,930,930,1,5,956,930,1886,0,0,2,1,4,1,10,1,4,1998,2,2,431,89,0,0,0,0,0,0,0,0,7,2006,199900,4
448,50,1,50,8600,0,0,0,2,6,6,1937,1950,0,1,1,1,0,2,4,2,8,2,0,780,780,2,5,780,596,1376,0,0,2,0,3,1,7,1,1,1937,1,1,198,0,0,0,0,0,0,0,0,0,6,2006,119500,3
449,50,1,50,6000,0,0,0,2,3,7,1948,2002,0,1,1,1,0,1,4,1,262,2,0,318,649,0,5,679,504,1183,0,0,1,1,2,1,6,0,1,1981,1,1,308,0,176,0,0,0,0,0,0,0,6,2007,120000,3
450,30,1,70,5684,0,0,0,1,6,8,1930,2005,1,2,5,1,0,2,4,2,8,2,0,813,813,0,2,813,0,813,0,0,1,0,2,1,5,0,1,1932,1,1,270,0,113,0,0,0,0,0,0,0,6,2006,110000,3
451,20,0,62,70761,1,0,0,1,7,5,1975,1975,0,7,4,1,0,1,1,1,4,2,0,878,1533,2,5,1533,0,1533,1,0,2,0,2,1,5,2,4,1975,1,2,576,200,54,0,0,0,0,0,0,0,12,2006,280000,6
452,60,0,0,9303,1,2,0,0,6,5,1996,1997,1,0,0,4,42,0,4,1,263,2,0,130,872,0,5,888,868,1756,1,0,2,1,3,1,7,0,4,1996,2,2,422,144,122,0,0,0,0,0,0,0,7,2007,204000,5
453,60,3,75,9000,0,0,0,0,8,5,2008,2008,0,0,0,1,0,0,4,2,8,2,0,768,768,0,5,786,804,1590,0,0,2,1,3,1,6,0,4,2008,3,2,676,0,30,0,0,0,0,0,0,0,6,2009,210000,5
454,90,0,63,9297,0,0,2,1,5,5,1976,1976,0,7,4,1,0,1,4,1,622,2,0,122,1728,2,5,1728,0,1728,2,0,2,0,4,2,8,0,1,1976,1,2,560,0,0,0,0,0,0,0,0,0,7,2006,188000,4
455,20,0,80,9600,0,0,0,1,7,6,1973,1973,1,3,3,4,320,1,4,1,265,2,0,326,1242,3,5,1242,0,1242,0,0,1,1,3,1,6,1,4,1973,1,2,528,0,0,0,0,0,0,0,0,0,9,2007,175500,4
456,70,1,34,4571,0,0,0,0,5,5,1916,1950,0,8,9,1,0,2,4,2,8,2,0,624,624,3,5,624,720,1344,0,0,1,0,4,1,7,0,1,1916,1,3,513,0,0,96,0,0,0,0,0,0,5,2008,98000,2
