,MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
360,85,0,0,1,0,3,4,0,0,4,6,6,1978,1978,0,0,0,1,0,1,0,1,3,2,3,5,536,2,0,115,888,0,5,912,0,912,1,0,1,0,2,1,5,1,1,4,3,2,470,0,0,0,0,192,1,6,2007,0,0,156000
361,50,0,0,0,0,0,8,0,0,2,5,5,1940,1982,0,1,1,1,0,1,0,1,1,2,4,3,521,2,0,484,883,1,5,988,517,1505,1,0,1,0,3,1,8,0,0,1,1,1,240,1,0,0,0,0,0,7,2008,0,0,145000
362,85,0,64,0,0,2,15,0,0,4,7,5,2003,2003,0,3,3,4,500,0,0,4,3,2,4,5,8,2,0,0,0,0,5,495,1427,1922,0,0,3,0,4,0,7,1,4,2,3,2,672,0,0,0,177,0,0,7,2009,3,0,198500
363,160,1,21,0,0,0,22,0,4,0,6,8,1972,2007,0,3,3,4,510,1,0,1,1,2,4,1,221,2,0,321,483,1,5,483,504,987,0,0,1,1,2,0,5,0,0,1,1,1,264,0,250,0,0,0,0,5,2009,0,0,118000
364,60,0,0,1,0,1,6,0,0,0,6,5,1976,1976,0,3,3,4,120,1,0,0,3,2,2,5,222,2,0,84,796,2,5,790,784,1574,1,0,2,1,3,1,6,1,1,4,2,2,566,0,306,111,0,0,0,7,2006,0,0,190000
365,70,1,59,0,0,0,13,0,0,0,5,7,1920,1997,1,0,0,1,0,1,1,1,1,3,4,3,31,2,0,216,672,1,2,672,672,1344,0,0,1,0,3,1,6,0,0,1,1,1,468,0,0,128,218,0,0,7,2009,0,0,147000
366,20,0,0,1,0,0,11,0,0,1,6,5,1963,1963,0,7,4,4,247,1,0,1,3,2,4,4,467,2,0,785,1394,1,5,1394,0,1394,1,0,1,1,3,1,6,2,2,4,3,2,514,0,0,76,0,185,0,7,2009,0,0,159000
367,80,0,101,1,0,2,11,0,0,5,6,5,1962,1962,0,7,4,4,305,1,0,1,3,2,1,5,224,2,0,728,1099,1,5,1431,0,1431,0,1,1,0,3,1,6,1,2,5,3,1,296,0,64,110,0,0,0,12,2008,0,0,165000
368,20,0,78,0,0,0,11,0,0,1,5,6,1954,1954,0,3,3,4,200,1,0,0,1,2,4,6,225,2,0,728,1268,1,5,1268,0,1268,0,0,1,0,2,1,7,1,2,4,2,1,244,0,0,98,0,0,0,3,2010,0,0,132000
369,20,0,0,1,0,2,11,0,0,1,5,7,1959,2006,0,2,5,1,0,1,1,1,1,2,4,1,226,4,258,733,1063,0,5,1287,0,1287,1,0,1,0,3,0,7,1,2,1,2,2,576,0,364,17,0,182,0,3,2010,0,0,162000
370,60,0,0,1,0,0,17,0,0,0,6,5,2000,2000,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,953,953,0,5,953,711,1664,0,0,2,1,3,1,7,1,1,4,3,2,460,0,100,40,0,0,0,1,2006,0,0,172400
371,50,0,80,0,0,0,19,1,0,2,4,4,1959,1959,0,5,4,1,0,1,0,1,3,2,4,5,8,2,0,0,0,2,5,1120,468,1588,0,0,2,0,4,1,7,1,2,1,2,2,680,1,0,59,0,0,0,7,2008,0,0,134432
372,120,0,50,0,0,0,12,0,3,1,6,5,1984,1984,0,7,4,1,0,1,0,1,3,2,4,1,227,5,121,0,744,2,5,752,0,752,1,0,1,0,2,1,4,0,0,4,1,1,264,0,353,0,0,90,1,2,2010,0,0,125000
373,20,0,79,0,0,0,11,0,0,1,5,6,1953,1953,0,1,1,1,0,1,0,0,1,2,4,4,228,5,180,0,608,2,5,1319,0,1319,1,0,1,0,3,1,5,0,0,4,1,1,270,0,66,0,0,0,2,11,2009,0,0,123000
374,60,0,65,0,0,0,0,0,0,0,7,5,2003,2004,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,847,847,0,5,847,1081,1928,0,0,2,1,4,0,8,1,2,2,2,2,434,0,100,48,0,0,0,7,2007,0,0,219500
375,30,0,0,1,2,0,15,0,0,1,1,1,1922,1950,0,2,5,1,0,3,2,2,4,4,1,4,229,2,0,333,683,1,2,904,0,904,1,0,0,1,1,3,4,0,0,4,3,0,0,0,0,0,0,0,0,3,2009,0,0,61000
376,85,0,57,1,0,3,0,0,0,4,5,5,1996,1996,0,0,0,1,0,0,0,0,3,2,3,5,230,2,0,572,870,0,5,914,0,914,0,0,1,0,2,1,5,0,0,1,1,2,576,0,0,0,0,0,0,7,2006,0,0,148000
377,60,3,102,1,0,2,5,0,0,0,8,5,2004,2005,0,6,6,1,0,0,0,0,3,2,4,2,8,2,0,1580,1580,0,5,1580,886,2466,0,0,3,0,4,0,8,1,2,4,3,2,610,0,159,214,0,0,0,12,2007,0,0,340000
378,20,0,88,0,0,2,18,0,0,1,9,2,2010,2010,1,0,0,2,350,0,0,0,2,2,3,5,332,2,0,411,1856,0,5,1856,0,1856,1,0,1,1,1,2,8,1,4,4,2,3,834,0,113,0,0,0,0,6,2010,1,2,394432
379,60,0,60,1,0,0,17,6,0,0,6,5,2000,2000,0,0,0,4,16,1,0,0,3,2,4,2,8,2,0,982,982,0,5,1007,793,1800,0,0,2,1,3,1,7,1,1,4,2,2,463,0,100,63,0,0,0,6,2009,0,0,179000
380,50,0,50,0,0,0,23,0,0,2,5,6,1924,1950,0,4,5,1,0,1,0,2,1,2,4,6,232,2,0,808,1026,2,5,1026,665,1691,0,0,2,0,3,0,6,1,2,1,1,1,308,0,0,0,242,0,0,5,2010,0,0,127000
381,20,3,60,0,0,0,5,0,0,1,7,5,2006,2006,0,0,0,1,0,0,0,0,3,1,4,2,8,2,0,1293,1293,0,5,1301,0,1301,1,0,2,0,2,0,5,1,2,4,3,2,572,0,216,121,0,0,0,8,2006,1,2,187750
382,60,0,79,1,0,0,0,0,0,0,7,5,2006,2006,0,0,0,1,0,0,0,0,3,2,3,2,8,2,0,939,939,0,5,939,858,1797,0,0,2,1,3,0,8,0,0,4,3,2,639,0,144,53,0,0,0,4,2007,0,0,213500
383,45,4,60,0,0,2,12,0,0,3,6,3,1928,1950,0,2,5,1,0,1,0,2,4,3,4,2,8,2,0,784,784,2,2,784,0,784,0,0,1,0,2,1,5,0,0,1,1,2,360,1,0,0,91,0,0,10,2009,0,0,76000
384,60,0,0,2,2,2,19,1,0,0,6,5,1992,1992,0,3,3,1,0,0,0,0,3,2,3,5,233,2,0,595,1580,0,5,1079,874,1953,1,0,2,1,3,0,9,2,3,4,2,2,501,0,216,231,0,0,0,6,2007,0,0,240000
385,120,0,43,0,0,0,21,0,3,1,8,5,2004,2005,0,0,0,4,16,0,0,0,3,2,4,5,55,2,0,1232,1256,0,5,1269,0,1269,0,0,2,0,2,0,6,1,1,4,2,2,430,0,146,20,0,144,0,4,2010,0,0,192000
386,50,0,58,0,0,1,15,1,0,2,5,3,1910,1996,2,2,0,1,0,1,2,0,1,2,4,2,8,2,0,658,658,2,5,658,526,1184,0,0,1,0,5,1,8,0,0,4,3,0,0,1,0,151,0,0,0,5,2006,0,3,81000
387,80,0,72,0,0,0,15,0,0,5,6,6,1976,1976,1,1,1,4,255,1,0,1,1,2,3,1,234,2,0,410,1041,0,5,1125,0,1125,1,0,1,0,3,1,6,1,3,1,1,1,352,0,296,0,0,0,2,10,2009,0,1,125000
388,20,0,93,1,0,3,0,0,0,1,7,5,1999,2000,0,0,0,4,125,0,0,0,3,2,4,2,8,2,0,1468,1468,0,5,1479,0,1479,0,0,2,0,3,0,6,0,0,4,3,2,577,0,120,25,0,0,0,7,2008,0,0,191000
389,60,0,96,0,0,0,10,0,0,0,10,5,2007,2008,0,0,0,2,272,2,0,0,2,2,3,5,235,2,0,402,1682,0,5,1742,590,2332,1,0,2,1,3,2,9,1,4,2,2,3,846,0,196,134,0,0,0,8,2008,1,2,426000
390,50,0,50,0,0,0,15,0,0,2,5,8,1900,1950,0,1,1,1,0,1,0,2,1,1,4,3,236,1,391,229,861,0,5,961,406,1367,1,0,1,0,4,1,7,0,0,1,1,1,384,0,0,130,112,0,1,4,2008,0,0,119000
391,60,0,71,1,0,3,4,0,0,0,6,5,2001,2002,0,0,0,1,0,1,0,0,2,2,4,1,237,2,0,114,804,0,5,804,1157,1961,1,0,2,1,3,0,7,1,1,2,2,2,560,0,125,192,0,0,0,6,2009,0,0,215000
392,20,0,0,1,0,0,11,0,0,1,5,7,1959,1959,0,1,1,1,0,1,0,4,3,2,4,5,8,2,0,0,0,2,5,882,0,882,0,0,1,0,3,1,5,0,0,4,3,1,294,0,0,0,0,0,1,7,2007,0,0,106500
393,30,0,0,0,0,2,8,1,0,1,4,5,1941,1950,0,5,2,1,0,1,0,1,1,2,4,3,238,2,0,522,788,2,2,788,0,788,0,0,1,0,2,1,4,2,1,4,3,0,0,0,0,0,0,0,2,4,2006,0,1,100000
394,50,0,60,0,0,0,7,0,0,2,5,6,1940,1950,0,1,1,1,0,1,0,1,1,2,4,2,8,2,0,735,735,1,2,735,299,1034,0,0,1,0,2,1,5,0,0,1,1,1,240,0,0,39,0,0,0,7,2007,0,0,109000
395,20,0,68,0,0,0,15,0,0,1,5,6,1956,1956,0,2,5,1,0,1,0,1,1,2,3,4,43,2,0,405,1144,2,5,1144,0,1144,1,0,1,0,3,1,6,0,0,4,1,1,596,0,44,0,0,0,0,6,2010,0,0,129000
396,20,0,60,0,2,0,0,0,0,1,5,5,1972,1972,1,1,1,1,0,1,0,1,1,2,3,3,384,2,0,117,894,2,5,894,0,894,0,0,1,0,2,1,6,0,0,1,3,2,600,0,215,0,0,0,0,9,2009,0,0,123000
397,60,0,69,0,0,0,11,2,0,0,5,5,1962,1962,0,0,0,4,288,1,0,1,1,2,4,1,225,2,0,324,864,2,5,876,936,1812,0,0,2,0,4,1,8,1,1,4,3,1,264,0,0,168,0,0,0,7,2007,0,0,169500
398,30,1,60,0,0,2,13,0,0,1,5,2,1920,1950,0,1,1,1,0,1,2,2,4,4,4,2,8,2,0,961,961,1,4,1077,0,1077,0,0,1,0,2,1,6,0,0,1,1,1,338,1,0,0,0,0,0,11,2007,0,1,67000
399,60,3,65,0,0,0,5,0,0,0,7,5,2006,2007,0,6,6,2,100,0,0,0,3,2,4,5,515,2,0,280,1092,0,5,1112,438,1550,1,0,2,0,2,0,7,0,0,4,2,2,438,0,0,168,0,0,0,10,2009,0,0,241000
400,120,0,38,2,0,0,1,0,3,1,8,5,1996,1996,0,4,7,1,0,0,0,0,3,2,4,5,241,2,0,474,1260,0,5,1288,0,1288,1,0,1,1,1,2,4,2,2,4,2,2,500,0,120,30,0,224,0,12,2008,0,0,245500
401,20,0,65,1,0,0,0,0,0,1,7,5,2005,2005,0,0,0,1,0,0,0,0,3,2,3,5,55,2,0,1286,1310,0,5,1310,0,1310,0,0,2,0,3,0,6,1,2,4,2,2,400,0,0,0,0,0,0,7,2006,1,2,164990
402,30,0,60,0,0,0,9,0,0,1,5,8,1940,1997,0,2,5,1,0,1,0,0,1,2,4,2,8,2,0,672,672,0,5,672,0,672,0,0,1,0,2,1,4,0,0,1,1,1,240,1,168,0,0,0,3,8,2008,0,0,108000
403,60,0,93,0,0,2,3,0,0,0,8,5,1998,1998,1,0,0,4,650,0,0,0,3,2,4,2,8,2,0,1141,1141,1,5,1165,1098,2263,0,0,2,1,4,0,10,1,1,2,2,2,420,0,144,123,0,0,0,7,2006,0,1,258000
404,60,0,0,1,0,0,17,0,0,0,6,5,1995,1996,0,1,1,1,0,1,0,0,3,2,4,2,8,2,0,806,806,1,5,806,766,1572,0,0,2,1,3,1,7,1,1,2,2,2,373,0,0,40,0,0,0,5,2007,0,0,168000
405,20,0,0,1,0,2,9,1,0,1,4,4,1976,1993,0,7,4,1,0,1,0,1,1,2,4,4,242,2,0,165,1281,0,5,1620,0,1620,1,0,2,0,3,1,8,1,1,4,1,2,490,0,120,78,0,0,2,6,2009,0,0,150000
406,50,0,51,0,0,0,23,0,0,2,6,5,1936,1950,0,1,1,1,0,1,0,2,1,2,4,2,8,2,0,1064,1064,0,2,1166,0,1639,0,0,1,0,3,1,6,0,0,1,1,1,240,0,0,0,0,0,0,3,2008,0,0,115000
407,70,0,63,0,0,0,2,0,0,0,6,7,1915,1976,0,2,4,1,0,1,0,2,3,2,4,2,8,2,0,840,840,0,5,840,840,1680,0,0,2,0,4,1,8,0,0,4,1,1,308,0,0,0,160,0,0,3,2008,0,0,177000
408,60,0,109,0,0,2,10,0,0,0,7,5,2006,2006,0,0,0,4,350,0,0,0,2,1,4,2,8,2,0,1063,1063,0,5,1071,1101,2172,0,0,2,1,3,0,9,1,2,4,3,3,947,0,192,62,0,0,0,8,2007,1,2,280000
409,60,3,85,0,0,0,5,0,0,0,8,5,2007,2008,0,0,0,2,100,0,0,0,2,2,4,5,243,2,0,245,1034,0,5,1050,1028,2078,1,0,2,1,3,2,8,1,2,4,2,3,836,0,0,102,0,0,0,4,2008,1,2,339750
410,20,0,68,0,0,0,15,0,0,1,5,3,1958,1958,0,10,10,1,0,1,2,1,1,3,4,2,8,2,0,1276,1276,2,2,1276,0,1276,0,0,1,0,3,1,5,0,0,4,1,1,350,0,0,0,0,0,0,6,2009,2,1,60000
411,190,0,100,0,1,0,17,0,1,1,5,5,1955,1955,1,2,5,1,0,1,0,1,1,2,2,3,244,2,0,0,1056,2,5,1056,0,1056,1,0,1,0,3,1,5,0,0,4,2,2,572,0,264,0,0,0,0,1,2006,0,0,145000
412,20,3,0,2,0,0,5,0,0,1,7,5,2009,2009,0,1,1,2,432,2,0,0,2,2,3,5,14,2,0,892,1470,0,5,1478,0,1478,1,0,2,1,2,0,7,1,2,4,2,2,484,0,0,144,0,0,0,6,2010,1,2,222000
413,30,1,56,0,0,0,7,3,0,1,5,6,1927,1950,0,5,2,1,0,1,0,1,1,2,4,2,8,2,0,1008,1008,1,2,1028,0,1028,0,0,1,0,2,1,5,1,2,1,1,2,360,0,0,0,130,0,0,3,2010,0,0,115000
414,60,0,59,2,0,3,12,0,0,0,7,5,1993,1993,0,0,0,1,0,0,0,0,3,2,4,4,245,6,531,499,1080,0,5,1080,1017,2097,0,1,2,1,3,0,9,1,1,4,1,3,678,0,196,187,0,0,0,12,2008,0,0,228000
415,20,0,73,1,0,0,17,0,0,1,7,5,2007,2007,0,0,0,1,0,0,0,0,3,2,3,5,55,2,0,1316,1340,0,5,1340,0,1340,0,0,2,0,3,0,6,0,0,4,2,2,396,0,100,30,0,0,0,8,2007,1,2,181134
416,60,0,74,0,0,0,9,0,0,0,6,7,1978,1978,1,3,3,4,203,1,0,1,1,2,4,1,95,2,0,463,672,2,5,672,728,1400,0,0,1,1,3,1,6,1,1,4,2,2,440,0,0,0,0,0,0,3,2006,0,0,149500
417,70,0,86,1,0,0,2,1,0,0,6,6,1918,1950,1,2,8,1,0,1,0,2,3,2,4,4,246,2,0,242,1370,2,2,1370,1254,2624,1,0,2,1,4,1,10,1,2,1,1,3,864,1,0,0,0,0,0,11,2007,0,0,239000
418,50,0,60,0,0,0,15,0,0,2,5,6,1940,1950,0,1,1,1,0,1,0,2,1,2,4,1,132,2,0,444,756,3,1,756,378,1134,1,0,1,1,3,1,7,0,0,1,1,1,240,2,0,0,0,0,0,4,2007,0,3,126000
419,20,0,65,0,0,0,11,0,0,1,5,6,1968,1968,0,0,0,1,0,1,0,1,1,2,4,4,261,2,0,281,1056,0,5,1056,0,1056,1,0,1,0,3,1,6,1,3,4,1,1,304,0,0,85,184,0,0,7,2010,0,0,142000
420,90,1,78,0,0,0,4,0,2,4,7,5,1997,1998,0,0,0,4,200,1,1,0,3,1,1,5,589,2,0,35,1344,0,5,1344,0,1344,2,0,2,0,2,1,8,0,0,4,2,4,784,0,0,0,0,0,0,11,2008,0,4,206300
421,20,0,0,1,0,1,6,0,0,1,6,7,1977,2000,0,6,6,2,126,0,0,1,3,2,4,1,432,2,0,356,1602,1,5,1602,0,1602,0,1,2,0,3,0,8,1,1,4,2,2,529,0,240,0,0,0,0,6,2009,0,0,215000
422,20,0,100,0,3,0,4,3,0,1,5,5,1954,1954,1,3,3,1,0,1,0,1,1,2,4,2,8,2,0,988,988,0,2,988,0,988,0,0,1,0,2,1,4,0,0,4,3,2,520,1,0,0,0,0,0,2,2008,0,0,113000
423,60,0,80,0,0,0,3,0,0,0,8,5,1998,1998,0,0,0,4,473,0,0,0,3,2,4,5,250,2,0,484,1470,1,5,1470,1160,2630,1,0,2,1,4,0,8,1,1,4,2,3,696,0,0,66,0,0,0,6,2008,0,0,315000
424,20,0,72,0,0,0,11,0,0,1,6,5,1956,1956,0,2,5,4,74,1,0,1,3,2,4,6,420,2,0,580,1196,1,2,1196,0,1196,1,0,1,0,2,1,6,1,2,4,3,1,297,0,0,44,0,0,0,5,2008,0,0,139000
425,60,1,60,0,3,0,7,0,0,0,7,8,1946,1992,0,3,3,1,0,1,1,1,1,2,4,2,8,2,0,651,651,1,5,707,682,1389,0,0,1,1,3,1,6,2,2,1,1,1,240,2,0,0,126,0,0,9,2009,0,0,135000
426,80,0,0,0,2,0,12,0,0,5,7,5,1989,1989,0,2,5,4,145,0,0,0,3,2,1,5,403,2,0,0,1518,1,5,1644,0,1644,1,1,2,0,2,0,5,1,1,4,2,2,569,0,80,0,0,396,0,8,2009,0,0,275000
427,20,0,77,1,0,0,11,0,0,1,4,6,1957,1957,1,1,1,1,0,1,0,1,1,2,4,3,112,2,0,619,907,0,5,907,0,907,0,0,1,0,3,1,5,0,0,1,1,1,352,0,0,0,0,0,0,7,2008,0,0,109008
428,20,0,64,0,0,0,0,0,0,1,7,5,2007,2007,0,0,0,4,108,0,0,0,3,2,4,5,253,2,0,544,1208,0,5,1208,0,1208,1,0,2,0,2,0,6,0,0,4,3,2,628,0,105,54,0,0,0,9,2007,1,2,195400
429,20,0,130,1,0,2,16,0,0,1,6,5,1988,1988,0,3,3,1,0,1,0,1,3,2,2,5,87,2,0,387,1392,2,5,1412,0,1412,1,0,2,0,3,0,6,1,1,4,1,2,576,0,0,0,169,0,0,3,2009,0,0,175000
430,160,1,21,0,0,0,22,0,4,0,6,5,1971,1971,0,3,3,4,232,1,0,1,1,2,4,1,254,2,0,96,483,2,5,483,504,987,0,0,1,1,2,1,4,0,0,1,1,1,264,0,0,0,0,0,0,7,2008,2,1,85400
431,50,1,60,1,1,0,7,1,0,2,6,7,1920,1998,0,1,1,1,0,1,0,2,1,2,4,2,8,2,0,901,901,1,5,1088,110,1198,0,0,1,0,4,1,7,0,0,4,3,0,0,1,0,98,0,0,1,9,2008,3,1,79900
432,160,1,24,0,0,0,22,0,3,0,5,5,1971,1971,0,3,3,4,376,1,0,1,1,2,4,1,255,2,0,294,765,0,5,765,600,1365,1,0,1,1,2,1,6,0,0,1,1,2,440,0,240,36,0,0,0,8,2007,0,0,122500
433,60,0,100,1,0,2,17,0,0,0,6,5,1997,1998,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,926,926,0,5,926,678,1604,0,0,2,1,3,1,7,1,1,4,2,2,470,0,0,36,0,0,0,7,2008,0,0,181000
434,180,1,21,0,0,0,14,0,4,4,4,7,1972,1972,0,6,6,1,0,1,1,1,3,2,3,1,289,2,0,135,630,1,5,630,0,630,1,0,1,0,1,1,3,0,0,4,3,0,0,0,88,0,0,0,0,6,2008,0,0,81000
435,60,0,43,2,0,3,0,2,0,0,7,6,1996,1996,0,0,0,1,0,0,0,0,3,2,3,5,256,3,344,70,799,0,5,827,834,1661,1,0,2,1,3,0,6,1,1,4,3,2,550,0,158,61,0,0,0,4,2009,6,0,212000
436,50,1,40,0,0,0,7,0,0,2,6,8,1920,1950,0,9,8,1,0,1,0,2,4,2,4,2,8,2,0,648,648,2,2,734,384,1118,0,0,1,0,2,1,6,0,0,1,1,2,440,0,0,0,0,0,0,10,2006,0,0,116000
437,45,1,50,0,0,0,8,0,0,3,6,7,1926,2004,0,2,5,1,0,0,0,0,1,2,4,2,8,2,0,884,884,1,5,904,0,904,0,0,1,0,2,1,4,0,0,1,1,1,180,0,0,0,105,0,0,1,2009,0,0,119000
438,30,0,40,0,0,0,2,0,0,1,5,6,1913,2002,0,5,8,1,0,1,0,0,1,2,4,6,472,2,0,75,440,2,5,694,0,694,0,0,1,0,2,0,4,1,2,1,1,1,352,2,0,0,34,0,1,3,2007,0,0,90350
439,50,0,67,0,0,2,15,0,0,2,6,8,1920,2000,0,2,5,1,0,1,0,2,1,3,2,2,8,2,0,684,684,1,5,684,512,1196,0,0,1,0,3,0,7,0,0,1,1,2,528,0,0,46,0,0,3,8,2009,4,0,110000
440,20,0,105,0,0,0,10,0,0,1,10,5,2008,2008,1,0,0,2,200,2,0,0,2,2,1,5,258,3,539,788,3094,0,5,2402,0,2402,1,0,2,0,2,2,10,2,2,4,2,3,672,0,0,72,0,170,0,4,2009,0,0,555000
441,90,0,92,0,0,0,15,0,2,1,4,4,1955,1955,0,0,0,4,270,1,0,1,1,2,4,1,606,2,0,1307,1440,2,1,1440,0,1440,0,0,2,0,4,3,8,0,0,4,3,0,0,0,0,0,0,0,0,9,2008,0,0,118000
442,50,1,52,0,0,0,8,0,0,2,5,7,1930,1992,0,1,1,1,0,1,0,0,1,2,4,2,8,2,0,1078,1078,2,5,1128,445,1573,0,0,2,0,3,1,8,1,2,1,1,2,360,2,0,0,0,0,0,6,2008,0,0,162900
443,120,0,53,0,0,0,21,0,3,1,7,5,2006,2007,0,5,2,4,72,0,0,0,2,2,3,2,8,2,0,1258,1258,0,5,1258,0,1258,0,0,2,0,2,0,6,1,2,4,2,3,648,0,144,16,0,0,0,6,2007,1,2,172500
444,60,0,70,0,0,0,0,0,0,0,7,5,1994,1995,0,0,0,1,0,0,1,0,3,2,4,5,260,2,0,273,915,0,5,933,975,1908,1,0,2,1,4,0,8,1,1,4,1,2,493,0,144,133,0,0,0,7,2008,0,0,210000
445,20,0,73,0,0,2,15,0,0,1,6,5,1956,1956,1,2,5,1,0,1,0,1,1,2,4,2,8,2,0,1436,1436,3,5,1689,0,1689,0,0,1,0,3,1,7,1,2,4,1,2,480,0,0,0,0,0,1,11,2009,2,0,127500
446,20,0,137,1,0,2,11,7,0,1,6,6,1966,2002,0,4,4,1,0,0,0,1,1,2,4,1,261,4,713,557,1517,0,5,1888,0,1888,0,0,2,1,2,0,6,1,2,4,2,2,578,0,0,0,0,0,0,6,2010,0,0,190000
447,60,0,0,1,0,2,17,0,0,0,7,5,1998,1999,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,930,930,1,5,956,930,1886,0,0,2,1,4,0,10,1,1,4,2,2,431,0,89,0,0,0,0,7,2006,0,0,199900
448,50,1,50,0,1,0,13,0,0,2,6,6,1937,1950,0,1,1,1,0,1,0,2,1,2,4,2,8,2,0,780,780,2,5,780,596,1376,0,0,2,0,3,1,7,1,2,1,1,1,198,1,0,0,0,0,0,6,2006,0,0,119500
449,50,1,50,0,0,0,7,0,0,2,3,7,1948,2002,0,1,1,1,0,1,1,1,1,2,4,1,262,2,0,318,649,0,5,679,504,1183,0,0,1,1,2,1,6,0,0,1,1,1,308,0,0,176,0,0,0,6,2007,0,0,120000
450,30,1,70,0,0,0,7,0,0,1,6,8,1930,2005,1,2,5,1,0,1,0,2,1,2,4,2,8,2,0,813,813,0,2,813,0,813,0,0,1,0,2,0,5,0,0,1,1,1,270,1,0,113,0,0,0,6,2006,0,0,110000
451,20,0,62,1,2,0,19,0,0,1,7,5,1975,1975,0,7,4,1,0,1,0,1,3,2,1,1,4,2,0,878,1533,2,5,1533,0,1533,1,0,2,0,2,0,5,2,1,4,1,2,576,0,200,54,0,0,0,12,2006,0,0,280000
452,60,0,0,1,0,2,16,0,0,0,6,5,1996,1997,1,0,0,4,42,0,0,0,2,2,4,1,263,2,0,130,872,0,5,888,868,1756,1,0,2,1,3,1,7,0,0,4,2,2,422,0,144,122,0,0,0,7,2007,0,0,204000
453,60,3,75,0,0,0,5,0,0,0,8,5,2008,2008,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,768,768,0,5,786,804,1590,0,0,2,1,3,0,6,0,0,4,3,2,676,0,0,30,0,0,0,6,2009,0,0,210000
454,90,0,63,0,0,0,4,0,2,1,5,5,1976,1976,0,7,4,1,0,1,0,1,1,2,4,1,622,2,0,122,1728,2,5,1728,0,1728,2,0,2,0,4,1,8,0,0,1,1,2,560,0,0,0,0,0,0,7,2006,0,5,188000
455,20,0,80,0,0,0,6,0,0,1,7,6,1973,1973,1,3,3,4,320,1,0,1,1,2,4,1,265,2,0,326,1242,3,5,1242,0,1242,0,0,1,1,3,1,6,1,1,4,1,2,528,0,0,0,0,0,0,9,2007,0,0,175500
456,70,1,34,0,0,0,7,0,0,0,5,5,1916,1950,0,8,9,1,0,1,0,2,1,2,4,2,8,2,0,624,624,3,5,624,720,1344,0,0,1,0,4,1,7,0,0,1,1,3,513,0,0,0,96,0,0,5,2008,2,1,98000
457,20,0,0,1,2,3,19,0,0,1,4,6,1954,1994,4,7,4,1,0,1,0,1,3,2,1,4,242,2,0,248,1364,0,5,1663,0,1663,1,0,1,0,2,0,6,2,2,4,2,2,529,0,224,137,0,0,0,3,2008,0,0,256000
458,70,1,0,0,0,0,7,0,0,0,8,7,1925,1996,1,9,2,1,0,1,1,0,1,2,4,2,8,2,0,588,588,3,5,833,833,1666,0,0,1,0,3,0,7,1,2,1,1,1,228,0,192,63,0,0,1,6,2008,0,0,161000
459,50,0,0,1,1,2,8,0,0,2,5,4,1950,1950,0,1,1,3,161,1,0,1,1,2,4,6,266,2,0,524,709,2,5,979,224,1203,1,0,1,0,3,0,5,1,1,1,1,1,352,0,0,0,248,0,0,7,2009,0,0,110000
460,60,3,75,1,0,0,5,6,0,0,8,5,2009,2009,0,0,0,2,110,0,0,0,3,2,4,5,267,2,0,288,832,0,5,832,1103,1935,1,0,2,1,3,1,8,0,0,2,2,2,552,0,0,150,0,0,0,12,2009,1,2,263435
461,70,0,60,0,0,0,23,1,0,0,7,9,1936,2007,0,2,5,1,0,0,1,0,3,1,4,1,229,1,210,0,560,0,5,575,560,1135,1,0,1,0,3,0,6,0,0,1,3,2,576,0,256,0,0,0,1,4,2009,0,0,155000
462,20,0,60,1,0,0,9,0,0,1,5,5,1965,1965,0,1,1,1,0,1,0,1,1,2,4,3,268,1,311,0,864,1,5,864,0,864,0,0,1,0,3,1,5,1,5,1,1,1,360,0,0,0,236,0,2,12,2009,0,0,62383
463,70,0,74,1,3,0,2,0,0,0,6,7,1934,1995,1,9,8,1,0,1,0,1,1,2,4,6,269,2,0,389,715,3,2,849,811,1660,0,0,1,1,3,1,6,1,2,1,1,1,240,0,0,0,0,0,0,8,2008,0,0,188700
464,20,0,60,0,3,0,0,0,0,1,5,5,1978,1978,0,3,3,4,136,1,0,1,3,2,4,3,420,2,0,424,1040,2,5,1040,0,1040,0,0,2,0,3,1,5,0,0,4,3,0,0,0,0,0,0,0,0,8,2009,0,0,124000
