,LotShape,Neighborhood,OverallQual,Exterior2nd,MasVnrType,ExterQual,BsmtExposure,BsmtFinSF1,BsmtUnfSF,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageArea,WoodDeckSF,MoSold,YrSold,SalePrice
306,0,12,7,4,4,0,4,371,0,1122,2,1,4,0,1,746,127,6,2007,225000
307,1,13,6,1,1,1,4,8,319,1035,1,0,3,3,0,0,0,3,2008,89500
308,1,15,4,0,1,1,4,188,599,861,1,0,1,1,0,539,158,3,2009,82500
309,1,10,9,0,1,0,1,602,622,1944,2,0,3,2,3,708,208,11,2006,360000
310,1,17,6,3,4,1,4,190,179,697,2,1,3,0,1,420,190,5,2006,165600
311,0,11,6,0,1,1,4,96,292,972,1,0,2,1,1,240,0,5,2009,132000
312,0,7,5,1,1,1,2,92,286,793,1,0,3,1,1,410,0,5,2006,119900
313,3,16,7,7,1,1,1,396,80,2036,2,0,3,1,2,513,0,6,2009,375000
314,0,7,7,5,1,1,4,297,712,832,1,1,3,2,1,546,0,8,2006,178000
315,1,17,7,0,1,0,4,585,291,716,2,1,3,0,1,432,100,7,2009,188500
316,1,6,7,6,4,0,4,374,153,1153,2,1,4,2,1,484,288,8,2009,260000
317,0,5,8,0,1,0,3,8,1088,1088,2,1,3,0,1,1025,208,12,2007,270000
318,0,3,7,3,4,0,1,592,360,1372,2,1,4,0,1,656,340,4,2009,260000
319,0,6,7,4,4,1,3,127,336,1472,2,0,3,1,2,588,233,6,2009,187500
320,0,10,9,0,2,1,3,8,1249,1249,3,1,4,0,0,840,240,9,2006,342643
321,1,10,8,0,4,0,3,195,166,1136,2,1,4,0,1,872,184,6,2007,354000
322,1,12,7,4,4,0,1,435,0,1553,2,1,4,0,1,576,201,8,2007,301000
323,0,7,3,0,1,1,4,426,906,1163,1,0,3,1,0,220,142,7,2006,126175
324,0,11,7,5,4,0,4,8,710,1898,2,1,5,0,1,564,240,6,2010,242000
325,0,13,5,1,1,1,3,345,604,803,1,0,2,1,0,360,0,12,2007,87000
326,1,1,8,7,1,0,1,198,100,1719,1,1,1,0,2,473,122,5,2008,324000
327,0,11,6,5,4,1,4,540,818,1383,1,1,3,1,0,292,0,4,2006,145250
328,1,8,6,2,1,1,4,8,844,1445,2,0,5,0,0,441,0,7,2009,214500
329,0,13,5,2,1,1,2,8,596,596,1,0,3,1,0,189,0,7,2009,78000
330,1,11,5,3,4,1,4,199,1424,1728,2,0,6,1,0,352,155,11,2007,119000
331,0,11,5,5,1,1,4,200,210,1056,1,0,3,1,0,308,0,8,2007,139000
332,1,10,8,0,4,0,4,201,1603,1629,2,0,3,0,1,880,0,10,2009,284000
333,0,10,7,0,2,0,3,202,638,1358,2,0,2,0,1,484,192,7,2008,207000
334,1,17,6,0,1,1,1,615,115,943,2,1,3,1,2,472,100,7,2008,192000
335,1,16,5,4,1,1,1,617,103,1619,2,0,3,1,2,529,670,8,2008,228950
336,1,18,9,0,2,0,1,617,673,1922,2,0,3,0,1,676,178,7,2007,377426
337,0,0,7,0,4,0,3,205,726,1536,2,0,3,0,0,532,192,12,2008,214000
338,0,6,7,5,1,0,2,350,995,1621,2,0,3,0,0,440,108,5,2006,202500
339,1,11,6,5,4,1,4,207,630,1215,1,0,3,1,0,297,0,6,2009,155000
340,0,16,8,0,1,0,4,8,967,993,2,1,4,0,0,431,135,4,2010,202900
341,0,12,4,9,1,3,4,8,721,841,1,0,2,1,0,294,250,9,2009,82000
342,0,11,3,8,4,1,4,8,0,1040,2,0,2,1,0,400,0,5,2006,87500
343,1,10,9,1,4,2,4,435,1656,1684,2,0,2,2,1,564,495,7,2008,266000
344,0,14,5,6,1,1,4,208,175,536,1,1,3,1,0,336,182,4,2010,85000
345,0,8,6,1,1,1,4,8,972,972,1,0,3,3,1,312,0,10,2006,140200
346,1,11,6,1,1,1,2,209,460,958,1,0,2,1,0,301,0,4,2007,151500
347,1,11,6,5,4,1,4,210,208,1478,2,0,3,1,2,498,0,12,2009,157500
348,0,10,7,2,2,0,4,211,191,764,2,1,2,0,0,474,0,10,2008,154000
349,2,10,9,6,4,2,4,544,438,1848,2,1,4,2,2,706,0,4,2006,437154
350,1,10,9,1,4,2,4,8,1869,1869,2,0,2,2,1,617,210,12,2007,318061
351,1,19,7,5,1,1,1,213,371,1453,1,1,2,0,1,445,0,12,2006,190000
352,0,15,5,0,1,1,2,214,0,616,1,0,3,1,0,200,48,3,2008,95000
353,0,7,6,0,1,1,4,8,624,720,1,0,2,1,0,484,106,5,2010,105900
354,0,23,6,1,1,1,4,215,552,1192,1,0,2,1,2,240,0,6,2006,140000
355,2,0,6,0,1,0,4,216,322,1200,2,0,3,0,0,521,0,8,2007,177500
356,1,17,6,3,4,1,4,123,598,1167,2,0,3,0,0,400,120,7,2009,173000
357,0,14,5,6,1,1,4,217,268,1142,1,1,3,1,1,528,536,8,2007,134000
358,1,19,5,11,4,1,3,79,468,1352,1,0,3,0,0,288,168,7,2006,130000
359,1,3,8,0,4,0,3,232,130,1086,2,1,3,0,1,592,208,6,2006,280000
360,1,4,6,0,1,1,3,536,115,912,1,0,2,1,1,470,0,6,2007,156000
361,0,8,5,1,1,1,4,521,484,988,1,0,3,1,0,240,0,7,2008,145000
362,0,15,7,3,4,0,4,8,0,495,3,0,4,0,1,672,0,7,2009,198500
363,0,22,6,3,4,1,4,221,321,483,1,1,2,0,0,264,250,5,2009,118000
364,1,6,6,3,4,1,2,222,84,790,2,1,3,1,1,566,306,7,2006,190000
365,0,13,5,0,1,1,4,31,216,672,1,0,3,1,0,468,0,7,2009,147000
366,1,11,6,4,4,1,4,467,785,1394,1,1,3,1,2,514,0,7,2009,159000
367,1,11,6,4,4,1,1,224,728,1431,1,0,3,1,1,296,64,12,2008,165000
368,0,11,5,3,4,1,4,225,728,1268,1,0,2,1,1,244,0,3,2010,132000
369,1,11,5,5,1,1,4,226,733,1287,1,0,3,0,1,576,364,3,2010,162000
370,1,17,6,0,1,1,4,8,953,953,2,1,3,1,1,460,100,1,2006,172400
371,0,19,4,4,1,1,4,8,0,1120,2,0,4,1,1,680,0,7,2008,134432
372,0,12,6,4,1,1,4,227,0,752,1,0,2,1,0,264,353,2,2010,125000
373,0,11,5,1,1,1,4,228,0,1319,1,0,3,1,0,270,66,11,2009,123000
374,0,0,7,0,1,0,4,8,847,847,2,1,4,0,1,434,100,7,2007,219500
375,1,15,1,5,1,3,1,229,333,904,0,1,1,3,0,0,0,3,2009,61000
376,1,0,5,0,1,0,3,230,572,914,1,0,2,1,0,576,0,7,2006,148000
377,1,5,8,6,1,0,4,8,1580,1580,3,0,4,0,1,610,159,12,2007,340000
378,0,18,9,0,2,0,3,332,411,1856,1,1,1,2,1,834,113,6,2010,394432
379,1,17,6,0,4,1,4,8,982,1007,2,1,3,1,1,463,100,6,2009,179000
380,0,23,5,5,1,1,4,232,808,1026,2,0,3,0,1,308,0,5,2010,127000
381,0,5,7,0,1,0,4,8,1293,1301,2,0,2,0,1,572,216,8,2006,187750
382,1,0,7,0,1,0,3,8,939,939,2,1,3,0,0,639,144,4,2007,213500
383,0,12,6,5,1,1,4,8,784,784,1,0,2,1,0,360,0,10,2009,76000
384,2,19,6,3,1,0,3,233,595,1079,2,1,3,0,2,501,216,6,2007,240000
385,0,21,8,0,4,0,4,55,1232,1269,2,0,2,0,1,430,146,4,2010,192000
386,0,15,5,0,1,1,4,8,658,658,1,0,5,1,0,0,0,5,2006,81000
387,0,15,6,1,4,1,3,234,410,1125,1,0,3,1,1,352,296,10,2009,125000
388,1,0,7,0,4,0,4,8,1468,1479,2,0,3,0,0,577,120,7,2008,191000
389,0,10,10,0,2,2,3,235,402,1742,2,1,3,2,1,846,196,8,2008,426000
390,0,15,5,1,1,1,4,236,229,961,1,0,4,1,0,384,0,4,2008,119000
391,1,4,6,0,1,1,4,237,114,804,2,1,3,0,1,560,125,6,2009,215000
392,1,11,5,1,1,1,4,8,0,882,1,0,3,1,0,294,0,7,2007,106500
393,0,8,4,2,1,1,4,238,522,788,1,0,2,1,2,0,0,4,2006,100000
394,0,7,5,1,1,1,4,8,735,735,1,0,2,1,0,240,0,7,2007,109000
395,0,15,5,5,1,1,3,43,405,1144,1,0,3,1,0,596,44,6,2010,129000
396,0,0,5,1,1,1,3,384,117,894,1,0,2,1,0,600,215,9,2009,123000
397,0,11,5,0,4,1,4,225,324,876,2,0,4,1,1,264,0,7,2007,169500
398,0,13,5,1,1,1,4,8,961,1077,1,0,2,1,0,338,0,11,2007,67000
399,0,5,7,6,2,0,4,515,280,1112,2,0,2,0,0,438,0,10,2009,241000
400,2,1,8,7,1,0,4,241,474,1288,1,1,1,2,2,500,120,12,2008,245500
401,1,0,7,0,1,0,3,55,1286,1310,2,0,3,0,1,400,0,7,2006,164990
402,0,9,5,5,1,1,4,8,672,672,1,0,2,1,0,240,168,8,2008,108000
403,0,3,8,0,4,0,4,8,1141,1165,2,1,4,0,1,420,144,7,2006,258000
404,1,17,6,1,1,1,4,8,806,806,2,1,3,1,1,373,0,5,2007,168000
405,1,9,4,4,1,1,4,242,165,1620,2,0,3,1,1,490,120,6,2009,150000
406,0,23,6,1,1,1,4,8,1064,1166,1,0,3,1,0,240,0,3,2008,115000
407,0,2,6,4,1,1,4,8,840,840,2,0,4,1,0,308,0,3,2008,177000
408,0,10,7,0,4,0,4,8,1063,1071,2,1,3,0,1,947,192,8,2007,280000
409,0,5,8,0,2,0,4,243,245,1050,2,1,3,2,1,836,0,4,2008,339750
410,0,15,5,10,1,1,4,8,1276,1276,1,0,3,1,0,350,0,6,2009,60000
411,0,17,5,5,1,1,2,244,0,1056,1,0,3,1,0,572,264,1,2006,145000
412,2,5,7,1,2,2,3,14,892,1478,2,1,2,0,1,484,0,6,2010,222000
413,0,7,5,2,1,1,4,8,1008,1028,1,0,2,1,1,360,0,3,2010,115000
414,2,12,7,0,1,0,4,245,499,1080,2,1,3,0,1,678,196,12,2008,228000
415,1,17,7,0,1,0,3,55,1316,1340,2,0,3,0,0,396,100,8,2007,181134
416,0,9,6,3,4,1,4,95,463,672,1,1,3,1,1,440,0,3,2006,149500
417,1,2,6,8,1,1,4,246,242,1370,2,1,4,1,1,864,0,11,2007,239000
418,0,15,5,1,1,1,4,132,444,756,1,1,3,1,0,240,0,4,2007,126000
419,0,11,5,0,1,1,4,261,281,1056,1,0,3,1,1,304,0,7,2010,142000
420,0,4,7,0,4,1,1,589,35,1344,2,0,2,1,0,784,0,11,2008,206300
421,1,6,6,6,2,0,4,432,356,1602,2,0,3,0,1,529,240,6,2009,215000
422,0,4,5,3,1,1,4,8,988,988,1,0,2,1,0,520,0,2,2008,113000
423,0,3,8,0,4,0,4,250,484,1470,2,1,4,0,1,696,0,6,2008,315000
424,0,11,6,5,4,1,4,420,580,1196,1,0,2,1,1,297,0,5,2008,139000
425,0,7,7,3,1,1,4,8,651,707,1,1,3,1,2,240,0,9,2009,135000
426,0,12,7,5,4,0,1,403,0,1644,2,0,2,0,1,569,80,8,2009,275000
427,1,11,4,1,1,1,4,112,619,907,1,0,3,1,0,352,0,7,2008,109008
428,0,0,7,0,4,0,4,253,544,1208,2,0,2,0,0,628,105,9,2007,195400
429,1,16,6,3,1,1,2,87,387,1412,2,0,3,0,1,576,0,3,2009,175000
430,0,22,6,3,4,1,4,254,96,483,1,1,2,1,0,264,0,7,2008,85400
431,1,7,6,1,1,1,4,8,901,1088,1,0,4,1,0,0,0,9,2008,79900
432,0,22,5,3,4,1,4,255,294,765,1,1,2,1,0,440,240,8,2007,122500
433,1,17,6,0,1,1,4,8,926,926,2,1,3,1,1,470,0,7,2008,181000
434,0,14,4,6,1,1,3,289,135,630,1,0,1,1,0,0,88,6,2008,81000
435,2,0,7,0,1,0,3,256,70,827,2,1,3,0,1,550,158,4,2009,212000
436,0,7,6,8,1,1,4,8,648,734,1,0,2,1,0,440,0,10,2006,116000
437,0,8,6,5,1,0,4,8,884,904,1,0,2,1,0,180,0,1,2009,119000
438,0,2,5,8,1,1,4,472,75,694,1,0,2,0,1,352,0,3,2007,90350
439,0,15,6,5,1,1,2,8,684,684,1,0,3,0,0,528,0,8,2009,110000
440,0,10,10,0,2,2,1,258,788,2402,2,0,2,2,2,672,0,4,2009,555000
441,0,15,4,0,4,1,4,606,1307,1440,2,0,4,3,0,0,0,9,2008,118000
442,0,8,5,1,1,1,4,8,1078,1128,2,0,3,1,1,360,0,6,2008,162900
443,0,21,7,2,4,0,3,8,1258,1258,2,0,2,0,1,648,144,6,2007,172500
444,0,0,7,0,1,0,4,260,273,933,2,1,4,0,1,493,144,7,2008,210000
445,0,15,6,5,1,1,4,8,1436,1689,1,0,3,1,1,480,0,11,2009,127500
446,1,11,6,4,1,0,4,261,557,1888,2,1,2,0,1,578,0,6,2010,190000
447,1,17,7,0,1,0,4,8,930,956,2,1,4,0,1,431,89,7,2006,199900
448,0,13,6,1,1,1,4,8,780,780,2,0,3,1,1,198,0,6,2006,119500
449,0,7,3,1,1,1,4,262,318,679,1,1,2,1,0,308,0,6,2007,120000
450,0,7,6,5,1,1,4,8,813,813,1,0,2,0,0,270,0,6,2006,110000
451,1,19,7,4,1,1,1,4,878,1533,2,0,2,0,2,576,200,12,2006,280000
452,1,16,6,0,4,0,4,263,130,888,2,1,3,1,0,422,144,7,2007,204000
453,0,5,8,0,1,0,4,8,768,786,2,1,3,0,0,676,0,6,2009,210000
454,0,4,5,4,1,1,4,622,122,1728,2,0,4,1,0,560,0,7,2006,188000
455,0,6,7,3,4,1,4,265,326,1242,1,1,3,1,1,528,0,9,2007,175500
456,0,7,5,9,1,1,4,8,624,624,1,0,4,1,0,513,0,5,2008,98000
457,1,19,4,4,1,1,1,242,248,1663,1,0,2,0,2,529,224,3,2008,256000
458,0,7,8,2,1,1,4,8,588,833,1,0,3,0,1,228,192,6,2008,161000
459,1,8,5,1,3,1,4,266,524,979,1,0,3,0,1,352,0,7,2009,110000
460,1,5,8,0,2,0,4,267,288,832,2,1,3,1,0,552,0,12,2009,263435
461,0,23,7,5,1,0,4,229,0,575,1,0,3,0,0,576,256,4,2009,155000
462,1,9,5,1,1,1,4,268,0,864,1,0,3,1,1,360,0,12,2009,62383
463,1,2,6,8,1,1,4,269,389,849,1,1,3,1,1,240,0,8,2008,188700
464,0,0,5,3,4,1,4,420,424,1040,2,0,3,1,0,0,0,8,2009,124000
465,0,21,7,0,4,0,4,8,1375,1414,2,0,2,0,1,398,144,5,2006,178740
466,0,11,7,4,1,1,1,270,499,1277,1,0,2,1,1,526,0,4,2007,167000
467,0,11,5,1,2,1,4,271,342,888,1,1,3,0,2,312,168,6,2007,146500
468,1,10,8,0,2,0,4,8,1626,1634,2,0,3,0,1,866,0,5,2007,250000
469,1,12,6,3,4,0,4,272,406,832,2,1,3,0,0,506,144,6,2008,187000
470,1,18,8,3,1,0,3,502,0,1502,1,1,1,0,0,528,0,6,2010,212000
471,0,6,7,4,1,1,4,8,808,1161,2,1,3,1,1,534,0,11,2007,190000
472,0,15,6,0,4,1,1,274,88,1072,1,0,2,1,0,525,0,6,2008,148000
473,1,10,8,0,4,0,1,549,626,1976,2,0,2,0,1,908,250,7,2007,440000
474,0,18,8,6,1,0,3,276,298,1652,2,0,2,2,0,499,96,8,2007,251000
475,0,9,5,3,1,1,4,277,340,970,1,0,2,1,0,624,0,7,2007,132500
476,0,0,6,0,4,1,1,278,484,1493,2,0,3,0,1,508,140,4,2008,208900
477,0,10,9,0,4,2,3,8,2153,2069,2,1,3,2,1,694,414,3,2007,380000
478,0,0,8,0,2,0,1,108,417,1718,2,0,3,0,1,826,208,9,2009,297000
479,0,7,4,8,3,1,4,279,739,1131,1,0,2,1,0,672,0,3,2007,89471
480,1,10,9,0,4,0,1,280,572,1850,2,0,3,0,1,772,519,3,2006,326000
481,1,10,9,0,4,0,1,281,225,1792,2,0,2,2,1,874,206,8,2006,374000
482,0,7,7,8,1,0,4,363,611,916,1,1,4,2,1,164,0,6,2009,155000
483,0,4,6,0,4,1,4,283,319,1216,2,0,2,1,0,402,0,5,2006,164000
484,1,9,5,4,1,1,4,313,411,999,1,0,3,0,0,264,0,3,2007,132500
485,0,11,5,1,1,0,4,471,506,1113,1,0,3,0,1,264,0,7,2009,147000
486,0,11,5,1,4,1,4,459,237,1073,1,1,3,1,0,515,0,6,2007,156000
487,1,6,5,4,1,1,3,11,486,1484,2,0,3,1,1,487,224,2,2007,175000
488,0,7,5,5,1,1,4,253,290,1766,2,0,3,1,1,520,142,5,2006,160000
489,0,14,4,6,1,1,3,286,115,630,1,0,1,0,0,286,0,5,2009,86000
490,0,14,5,6,1,1,2,8,264,616,1,1,3,1,1,336,141,6,2008,115000
491,0,11,6,5,1,1,4,474,238,958,1,0,3,3,2,240,0,8,2006,133000
492,1,17,6,0,1,0,4,8,728,728,2,1,3,1,0,429,0,5,2006,172785
493,0,11,5,5,1,1,4,287,363,1269,1,1,3,1,1,308,0,6,2008,155000
494,0,7,5,1,1,1,4,8,190,886,1,0,2,1,0,273,144,12,2009,91300
495,0,13,4,5,1,1,4,289,225,720,1,0,2,1,0,0,0,11,2009,34900
496,1,3,8,7,1,0,4,288,1969,3228,3,0,4,0,1,546,264,5,2007,430000
497,0,8,7,5,1,1,4,153,697,1133,2,0,4,1,0,240,0,6,2008,184000
498,0,9,5,3,4,1,4,550,414,899,1,0,3,0,0,288,64,6,2009,130000
499,1,11,5,1,1,1,4,289,522,912,1,0,2,1,0,297,12,6,2007,120000
500,0,22,6,3,4,1,4,327,316,672,1,1,3,1,0,264,144,5,2007,113000
501,0,5,7,0,1,0,4,291,466,866,2,1,3,0,0,603,0,2,2008,226700
502,0,15,5,1,1,1,4,292,420,1214,1,0,2,1,0,461,0,4,2007,140000
503,1,2,7,5,1,1,4,293,254,1801,2,0,1,1,2,484,0,3,2010,289000
504,0,20,6,10,1,1,4,472,103,855,2,1,3,1,1,440,260,6,2009,147000
505,0,7,5,5,4,1,4,8,960,960,2,0,4,1,0,400,0,7,2009,124500
506,1,12,8,0,4,0,4,295,397,1065,2,1,3,0,1,471,182,9,2006,215000
507,1,5,6,0,1,0,4,551,1191,1218,2,0,2,0,0,676,0,9,2009,208300
508,0,7,7,1,1,1,4,297,548,689,2,0,3,0,1,360,0,10,2008,161000
509,0,11,5,1,4,1,4,298,50,1041,1,0,3,1,0,270,224,7,2009,124500
510,0,11,5,5,3,0,4,299,178,1363,1,0,2,1,2,288,324,6,2009,164900
511,1,10,7,0,2,0,4,8,1368,1368,2,0,2,0,1,474,132,3,2006,202665
512,0,11,5,0,1,1,4,300,169,864,1,0,3,1,0,624,0,7,2006,129900
513,0,4,6,0,1,1,4,52,748,1080,1,1,3,1,0,484,120,6,2007,134000
514,0,2,5,5,1,1,4,8,768,789,1,0,2,1,0,200,0,6,2007,96500
515,0,10,10,6,4,2,4,468,570,2020,2,1,3,2,1,900,156,9,2009,402861
516,1,6,6,3,4,1,4,8,689,1378,2,1,3,1,1,583,0,8,2009,158000
517,1,3,7,0,4,0,4,8,1264,1277,2,1,3,0,1,889,220,7,2009,265000
518,1,0,6,0,1,1,2,8,88,882,2,1,3,1,0,546,0,5,2007,211000
519,0,2,7,1,1,0,4,8,1276,1276,1,1,3,0,2,282,0,6,2009,234000
520,0,7,4,1,1,1,4,8,0,694,2,0,3,1,0,0,220,8,2008,106250
521,1,11,6,0,1,1,4,384,467,1244,1,1,3,1,2,336,0,5,2007,150000
522,0,8,6,6,1,1,4,521,605,1004,2,0,3,1,2,420,0,10,2006,159000
523,1,15,10,6,2,2,1,302,878,3138,3,1,3,2,1,884,208,10,2007,184750
524,1,3,7,0,4,0,4,303,660,1383,2,1,3,0,1,834,239,8,2007,315750
525,0,5,7,0,1,0,4,8,1257,1266,2,0,3,0,1,453,38,4,2006,176000
526,0,11,5,5,1,1,4,304,551,928,1,0,2,1,0,252,261,6,2007,132000
527,1,10,9,0,2,2,3,305,122,1476,2,1,3,2,1,858,126,11,2008,446261
528,1,15,4,5,1,1,2,446,180,605,1,0,2,1,0,0,0,7,2007,86000
529,1,2,6,13,4,0,4,307,816,2515,3,0,4,1,2,484,0,3,2007,200624
530,0,16,6,3,4,0,3,320,678,1509,2,0,3,0,1,600,224,8,2008,175000
531,1,8,6,5,1,1,2,8,611,751,2,0,3,1,0,502,0,6,2008,128000
532,0,11,5,0,1,1,4,8,0,827,1,0,2,1,1,392,0,4,2010,107500
533,0,8,1,0,1,3,4,8,0,334,1,0,1,3,0,0,0,1,2007,39300
534,1,17,8,0,1,0,3,8,707,707,2,1,3,0,1,403,100,10,2006,178000
535,0,15,5,1,1,1,1,614,148,820,1,0,3,1,0,0,85,1,2008,107500
536,1,0,7,0,1,1,3,8,880,880,2,1,3,0,0,527,120,7,2008,188000
537,1,11,4,1,1,1,4,102,264,864,1,0,3,1,0,576,216,4,2008,111250
538,1,9,5,4,4,1,4,310,378,1159,1,1,3,1,1,336,466,7,2006,158000
539,0,0,8,0,4,0,3,379,223,1601,2,0,3,0,1,670,180,5,2010,272000
540,0,16,9,0,4,2,3,312,578,1838,2,0,2,2,1,765,270,3,2009,315000
541,0,3,8,0,4,0,4,8,969,997,2,1,4,0,1,648,0,6,2007,248000
542,0,6,7,0,1,0,4,313,379,1680,2,0,3,0,1,583,78,6,2009,213250
543,0,11,7,1,4,1,3,314,0,767,1,0,1,1,0,367,120,6,2007,133000
544,1,17,7,0,1,0,3,611,100,664,2,1,3,0,1,426,100,9,2006,179665
545,1,6,7,3,4,0,4,316,0,1377,2,1,4,0,0,786,0,2,2006,229000
546,1,8,6,5,1,1,4,79,765,915,1,1,3,1,1,440,0,5,2007,210000
547,0,4,5,0,1,1,3,508,149,768,1,0,2,1,0,624,104,4,2007,129500
548,1,7,5,1,1,1,4,318,0,825,1,0,2,1,0,720,140,6,2008,125000
549,0,5,7,0,1,0,4,8,912,912,2,1,4,0,1,615,182,11,2009,263000
550,0,20,6,4,1,1,4,630,510,1069,2,0,2,1,0,440,0,10,2008,140000
551,0,7,5,7,1,1,4,320,620,928,1,0,3,1,0,288,0,6,2008,112500
552,1,10,8,0,2,0,3,8,1709,1717,2,0,3,0,1,908,169,7,2009,255500
553,0,15,4,0,1,1,4,8,0,1126,2,0,2,0,0,520,0,5,2009,108000
554,0,10,7,0,4,0,4,321,132,1006,2,1,3,0,1,871,320,8,2008,284000
555,0,8,5,1,1,1,4,8,993,1048,1,0,2,1,1,280,0,8,2006,113000
556,1,11,5,5,1,1,4,462,197,1092,1,0,2,1,1,299,268,5,2006,141000
557,0,13,4,1,1,1,4,323,0,897,1,1,3,1,0,570,0,9,2006,108000
558,2,17,7,3,1,1,1,504,125,729,2,1,3,1,1,406,264,8,2008,175000
559,0,21,7,0,4,0,1,8,1374,1557,2,0,2,0,1,420,143,10,2006,234000
560,1,9,5,5,4,1,4,325,90,1392,1,1,3,1,1,528,0,5,2010,121500
561,0,4,5,3,1,1,3,326,195,1389,1,0,2,1,1,418,240,4,2006,170000
562,0,15,5,2,1,1,4,327,706,996,1,0,3,1,1,0,144,7,2008,108000
563,0,15,6,5,1,1,2,8,1163,1163,2,0,4,1,1,396,72,7,2008,185000
564,1,3,7,3,1,0,4,336,367,1166,2,1,4,0,1,590,0,7,2006,268000
565,0,23,6,5,1,1,4,8,806,841,1,1,4,3,0,216,0,5,2010,128000
566,1,18,9,0,4,0,4,8,1122,1134,2,1,4,2,1,656,144,6,2008,325000
567,1,10,7,0,4,0,4,329,1515,1535,2,0,3,0,0,532,0,3,2010,214000
568,1,12,8,5,1,0,1,438,55,1496,1,1,1,0,1,612,349,9,2009,316600
569,1,11,5,1,1,1,1,331,0,943,1,0,2,1,2,600,42,12,2006,135960
570,1,11,5,3,4,1,4,332,1497,1728,2,0,6,1,0,576,0,11,2008,142600
571,0,11,6,2,4,1,4,333,450,864,1,0,2,0,0,288,168,10,2006,120000
572,1,16,7,0,1,1,3,8,846,846,2,1,3,0,0,650,208,7,2009,224500
573,1,17,7,0,1,1,4,8,384,774,2,1,3,1,1,400,100,12,2007,170000
574,0,11,5,12,4,1,3,334,23,576,1,0,3,1,0,288,35,12,2007,139000
575,0,11,5,1,1,1,4,335,390,832,1,0,2,1,0,336,158,10,2008,118500
576,0,23,7,5,1,1,4,8,861,877,2,0,3,1,1,216,0,8,2009,145000
577,1,9,5,0,4,1,3,336,285,1320,1,0,3,1,2,564,160,5,2006,164500
578,0,5,7,0,1,0,4,8,689,703,2,0,2,0,0,540,0,2,2008,146000
579,0,7,5,1,4,1,4,8,1050,1050,2,0,4,1,0,352,0,11,2008,131500
580,1,11,6,5,4,1,4,337,331,1429,1,0,3,0,2,572,216,6,2007,181900
581,0,10,8,0,4,2,4,8,2042,2042,2,1,3,2,1,1390,0,8,2009,253293
582,0,15,6,3,4,1,3,437,0,816,1,0,3,1,0,0,0,5,2007,118500
583,0,7,10,5,1,2,4,8,1237,1521,3,1,3,0,1,880,105,7,2008,325000
584,0,8,4,9,1,1,4,8,884,989,1,0,3,0,0,240,0,7,2009,133000
585,0,16,8,0,4,0,1,339,408,2028,2,0,2,0,2,880,326,3,2006,369900
586,0,8,6,2,1,1,2,177,0,838,1,0,2,3,0,275,0,5,2008,130000
587,1,9,5,3,1,1,3,221,168,860,1,0,2,1,0,528,0,7,2009,137000
588,1,19,5,5,1,1,1,569,113,1473,1,0,1,2,2,452,0,6,2009,143000
589,0,8,5,0,1,1,4,8,742,779,1,0,2,1,0,308,0,8,2008,79500
590,0,0,7,0,1,0,4,39,280,770,2,1,3,0,0,520,0,9,2008,185900
591,1,10,10,6,2,2,1,341,384,1728,2,1,3,2,1,842,382,6,2009,451950
592,0,4,5,3,1,1,4,437,0,816,1,0,2,1,0,816,0,6,2008,138000
593,0,0,6,0,4,0,3,342,163,848,1,0,1,0,0,420,140,5,2009,140000
594,1,0,5,3,1,1,4,8,924,924,1,0,3,1,0,280,0,4,2008,110000
595,1,18,8,14,4,0,1,343,392,1826,2,0,3,0,1,758,180,8,2006,319000
596,0,7,6,0,1,1,4,8,684,684,1,0,3,1,0,216,0,10,2006,114504
597,0,21,7,0,4,0,3,8,1258,1402,0,2,2,0,1,648,120,2,2007,194201
598,0,2,5,4,4,1,2,572,0,1647,2,0,3,0,1,621,0,3,2006,217500
599,0,24,6,1,1,1,4,345,23,716,2,1,3,1,1,452,161,7,2008,151000
600,0,10,8,0,4,0,3,169,512,1058,2,1,3,2,1,736,179,6,2006,275000
601,0,13,6,5,1,1,4,8,780,780,1,1,3,0,1,544,0,12,2007,141000
602,1,12,8,3,1,0,2,243,119,927,2,1,3,0,1,506,120,2,2006,220000
603,0,5,7,1,1,0,4,8,600,600,2,1,2,0,0,480,0,6,2010,151000
604,1,0,7,0,4,0,2,158,572,1494,2,0,3,0,1,530,192,9,2008,221000
605,0,11,7,3,4,1,4,346,314,1186,2,1,3,1,3,486,0,10,2009,205000
606,2,0,5,0,1,1,4,5,308,1040,1,0,3,0,0,576,168,11,2009,152000
607,0,15,5,1,1,1,4,46,293,1112,3,0,3,2,0,230,103,8,2006,225000
608,0,2,8,5,1,1,2,228,537,1940,2,1,4,1,2,380,0,9,2007,359100
609,0,9,4,0,3,1,2,347,126,1029,1,0,3,1,0,261,64,4,2007,118500
610,0,0,9,0,4,0,2,173,536,1476,2,1,3,2,2,736,253,5,2009,313000
611,1,6,6,3,4,1,3,348,427,1032,2,0,3,1,1,564,0,7,2007,148000
612,0,0,8,0,4,0,3,349,309,1299,2,1,3,2,1,531,160,11,2009,261500
613,0,4,5,0,1,1,4,350,914,1120,1,0,3,1,0,0,0,12,2007,147000
614,0,14,4,6,1,1,3,351,0,630,1,0,1,1,0,0,96,5,2010,75500
615,0,11,6,1,4,1,1,34,173,1054,1,0,3,0,0,480,120,5,2010,137500
